# OGLE EWS map.dat file for OGLE-2024-BLG-0521
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
 65440 1068.49 1756.78 19.285  1.460 17.825  83   1 0.037 3227   2 0.037
 65441  944.15 1757.48 19.953  1.687 18.266  81   0 0.065 3224   5 0.049
 65448  985.44 1762.14 20.116  1.776 18.340  83   0 0.083 3221   6 0.054
 65449 1023.48 1762.57 19.640  1.918 17.722  84   0 0.055 3220   6 0.031
 65451 1066.56 1763.80 19.671  2.054 17.617  85   0 0.067 3229   5 0.043
 65454  952.50 1764.79 19.825  1.775 18.051  83   0 0.063 3227   4 0.039
 65455 1059.47 1764.67 20.197  1.834 18.363  82   0 0.082 3219   7 0.061
 65458  968.59 1765.53 19.878  1.633 18.245  83   0 0.070 3228   1 0.050
 65463 1054.26 1766.30 20.203  2.119 18.084  83   0 0.099 3220   7 0.044
 65470  972.67 1769.12 19.654  1.574 18.080  83   0 0.057 3223   7 0.041
 65476 1046.99 1771.19 19.557  1.675 17.882  82   1 0.046 3222   6 0.036
 65478 1003.49 1772.24 20.337  2.057 18.280  82   0 0.104 3226   3 0.050
 65486 1083.19 1778.16 19.525  1.720 17.805  82   1 0.046 3221   8 0.033
 65499 1036.62 1787.76 19.602  1.533 18.069  84   0 0.065 3228   5 0.049
 65508 1008.44 1794.18 19.764  1.120 18.644  84   0 0.070 3222   7 0.078
 65511 1097.37 1796.54 99.999  9.999 18.011   0   0 9.999 3231   3 0.083
 65514  977.80 1800.00 99.999  9.999 18.297   0   0 9.999 3223   4 0.070
 65516 1020.98 1801.02 19.814  1.571 18.243  84   0 0.078 3226   5 0.055
 65518 1038.52 1801.04 99.999  9.999 18.242   0   0 9.999 3232   4 0.073
 65526  986.74 1807.98 19.781  1.585 18.196  84   0 0.059 3224   5 0.049
 65531 1066.26 1811.20 19.536  1.786 17.749  84   0 0.052 3225   6 0.035
 65533 1089.19 1812.39 19.598  1.588 18.010  84   0 0.052 3221   7 0.041
 65538  981.45 1814.77 19.816  1.657 18.159  83   0 0.064 3224   3 0.046
 65541  964.33 1817.27 20.339  1.975 18.364  81   0 0.081 3221   7 0.052
 65542 1098.67 1818.47 19.188  1.612 17.576  83   1 0.038 3230   5 0.033
 65548 1066.59 1820.70 19.784  1.454 18.330  84   0 0.068 3220   6 0.058
 65549 1075.48 1820.52 19.949  1.761 18.188  85   0 0.069 3214  12 0.048
 65552 1090.96 1823.36 19.964  2.108 17.856  83   0 0.069 3227   4 0.042
 65563  993.81 1827.25 20.233  1.974 18.259  82   1 0.095 3231   3 0.067
 65566 1050.05 1830.41 19.982  1.910 18.072  84   1 0.081 3222   7 0.046
 65569 1034.05 1832.07 19.507  1.689 17.818  85   0 0.064 3226   6 0.041
 65570  966.25 1832.90 19.309  1.682 17.626  84   0 0.046 3224   4 0.029
 65571  938.43 1833.26 20.052  1.665 18.388  81   0 0.075 3214  10 0.054
 65577  955.78 1835.88 19.848  1.672 18.176  84   0 0.057 3222   4 0.044
 65578  948.09 1838.72 19.601  1.907 17.694  82   2 0.040 3229   3 0.030
 65579 1033.38 1838.10 19.866  1.391 18.475  84   0 0.078 3226   6 0.074
 65580  976.19 1841.08 19.411  1.622 17.789  84   0 0.046 3226   6 0.042
 65581 1097.54 1839.98 99.999  9.999 18.609   0   0 9.999 3192   3 0.233
 65583  980.69 1841.35 19.470  1.743 17.727  85   0 0.058 3223  11 0.048
 65584  996.63 1842.66 99.999  9.999 17.845   0   0 9.999 3230   7 0.125
 65586 1001.75 1842.45 19.669  1.809 17.859  84   0 0.076 3226   9 0.084
 65587  943.17 1843.43 19.734  1.625 18.109  83   0 0.062 3221   7 0.041
 65595 1009.33 1848.93 19.341  1.517 17.825  84   0 0.052 3223   8 0.057
 65597 1099.50 1849.22 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 65600 1004.33 1855.23 20.008  1.139 18.869  85   0 0.087 3194   8 0.185
 65602  967.83 1854.53 19.810  1.692 18.118  83   0 0.068 3226   4 0.045
 65603 1001.13 1853.23 99.999  9.999 17.629   0   0 9.999 3235   2 0.112
 65607  975.01 1857.28 19.702  1.891 17.810  84   0 0.049 3229   5 0.042
 65610  952.46 1856.89 20.429  2.168 18.261  79   0 0.107 3217   5 0.052
 65614 1032.06 1858.74 19.894  1.128 18.765  84   0 0.065 3224   3 0.108
 65617  972.41 1861.16 19.514  1.853 17.661  84   0 0.061 3230   5 0.043
 65618 1058.86 1860.99 19.555  1.427 18.127  84   0 0.048 3224   4 0.048
 65623 1043.45 1864.84 19.988  2.137 17.851  84   0 0.079 3233   1 0.039
 65624 1069.22 1864.70 20.001  1.988 18.013  84   0 0.069 3223   4 0.041
 65629  964.16 1866.26 99.999  9.999 18.521   0   0 9.999 3220   7 0.071
 65634 1023.38 1870.01 19.549  1.566 17.983  84   0 0.047 3219   6 0.041
 65635  977.86 1874.96 20.296  2.189 18.107  83   0 0.117 3222  12 0.066
 65636  974.75 1871.80 99.999  9.999 17.020   0   0 9.999 3233   4 0.031
 65641 1019.99 1875.07 19.596  1.662 17.934  83   1 0.053 3222   5 0.039
 65643 1066.25 1875.53 19.609  1.476 18.133  82   0 0.052 3219   4 0.047
 65644 1096.79 1874.60 99.999  9.999 18.173   0   0 9.999 3227   3 0.066
 65652  965.51 1883.55 19.110  1.500 17.610  84   0 0.037 3221   9 0.030
 65653 1081.01 1882.13 20.092  1.884 18.208  84   0 0.100 3223   2 0.048
 65654 1095.60 1882.05 19.267  1.810 17.457  85   0 0.052 3230   6 0.050
 65655 1023.79 1883.17 20.012  1.702 18.310  83   0 0.102 3215   6 0.053
 65657  948.25 1885.20 19.617  1.704 17.913  85   0 0.055 3221   8 0.036
 65665  975.61 1888.98 20.452  2.414 18.038  84   0 0.126 3222   9 0.055
 65666  983.22 1891.10 20.429  2.722 17.707  82   0 0.122 3224   7 0.043
 65669 1020.35 1894.79 19.621  1.779 17.842  84   0 0.052 3227   3 0.038
 65672 1058.99 1898.75 99.999  9.999 18.590   0   0 9.999 3219  10 0.091
 65674  974.25 1896.61 19.392  1.379 18.013  83   1 0.047 3220   8 0.045
 65678 1086.25 1897.05 19.478  1.504 17.974  83   1 0.057 3224   4 0.038
 65681 1010.88 1898.13 20.027  1.500 18.527  85   0 0.085 3228   5 0.090
 65682 1052.65 1900.20 19.272  1.322 17.950  85   0 0.051 3225   7 0.053
 65690  971.00 1901.84 19.555  1.618 17.937  85   0 0.065 3225   5 0.037
 65691 1068.22 1902.21 99.999  9.999 17.843   0   0 9.999 3228   8 0.058
 65694 1009.31 1905.29 19.861  1.616 18.245  84   0 0.058 3225   8 0.060
 65695 1081.58 1906.11 19.179  1.572 17.607  85   0 0.049 3226   8 0.037
 65700 1034.40 1909.41 99.999  9.999 18.279   0   0 9.999 3228   4 0.062
 65701 1054.12 1909.22 19.750  1.793 17.957  84   1 0.080 3229   7 0.060
 65702 1060.12 1911.97 20.020  1.623 18.397  84   0 0.096 3224   7 0.072
 65714 1030.43 1916.70 20.113  1.794 18.319  82   0 0.074 3224   3 0.055
 65723  974.96 1922.13 19.360  1.580 17.780  83   1 0.045 3224   8 0.033
 65724 1005.76 1920.56 19.959  1.498 18.461  82   0 0.060 3221   5 0.060
 65728  995.27 1923.33 99.999  9.999 18.246   0   0 9.999 3228   1 0.049
 65731 1015.16 1925.23 20.010  1.654 18.357  82   0 0.070 3221   3 0.053
 65734  967.07 1930.18 99.999  9.999 18.339   0   0 9.999 3224   6 0.054
 65736 1033.29 1929.72 19.579  1.259 18.320  83   0 0.056 3224   5 0.059
 65737 1093.59 1929.25 19.693  1.472 18.221  82   0 0.060 3217   7 0.051
 65740 1059.09 1929.89 20.193  1.578 18.615  81   0 0.079 3218   9 0.075
 65741 1063.55 1932.50 19.390  2.317 17.073  85   0 0.054 3231   5 0.024
 65749  940.61 1938.34 19.813  1.514 18.300  81   1 0.057 3222   6 0.053
 65756  950.90 1941.15 19.541  1.519 18.022  84   0 0.050 3226   1 0.039
 65760 1041.91 1943.13 19.277  1.506 17.771  83   0 0.041 3186  41 0.045
 65761 1065.13 1942.87 99.999  9.999 18.470   0   0 9.999 3219   7 0.061
 65763 1005.08 1945.32 19.452  1.717 17.734  84   0 0.047 3226   6 0.038
 65765  966.12 1946.13 20.019  1.934 18.084  83   0 0.080 3226   4 0.046
 65768  957.80 1945.99 19.856  1.438 18.418  84   0 0.078 3228   7 0.062
 65772 1096.50 1949.58 19.497  1.754 17.744  84   0 0.066 3231   2 0.043
 65774  964.76 1952.16 99.999  9.999 17.650   0   0 9.999 3229   6 0.041
 65776  950.30 1954.64 20.222  1.595 18.627  85   0 0.113 3224   7 0.080
 65778 1067.43 1954.70 19.694  1.327 18.367  84   0 0.057 3224   4 0.061
 65779 1074.99 1955.51 19.592  1.503 18.090  84   0 0.052 3222   5 0.045
 65781 1002.57 1951.86 20.722  1.830 18.892  83   0 0.158 3215  10 0.143
 65785  942.30 1958.90 19.831  1.694 18.137  83   0 0.075 3224   4 0.047
 65786 1023.30 1958.27 19.583  1.514 18.069  85   0 0.064 3224   6 0.056
 65787  966.18 1959.97 19.532  1.604 17.929  83   0 0.050 3224   3 0.042
 65788 1014.79 1959.84 19.875  1.806 18.069  84   0 0.101 3228   6 0.096
 65789 1047.67 1959.43 20.029  1.654 18.375  82   0 0.084 3223   4 0.053
 65790 1060.63 1958.60 19.657  1.318 18.339  84   0 0.068 3217   8 0.056
 65793 1010.31 1962.10 99.999  9.999 17.143   0   0 9.999 3236   1 0.076
 65796  996.13 1961.78 99.999  9.999 18.026   0   0 9.999 3230   7 0.114
 65798  939.56 1965.79 19.454  1.145 18.309  84   0 0.054 3222   6 0.059
 65799 1081.82 1965.96 19.323  1.528 17.795  84   0 0.043 3223   6 0.036
 65806 1069.52 1967.20 19.243  1.566 17.677  85   0 0.088 3235   1 0.065
 65815  997.56 1972.53 20.081  1.822 18.259  83   0 0.099 3196  13 0.096
 65819 1090.76 1977.74 19.221  1.508 17.713  83   1 0.040 3226   5 0.030
 65824 1005.98 1979.73 19.599  1.535 18.065  84   0 0.054 3221   8 0.053
 65825 1023.03 1979.87 19.224  1.424 17.800  85   0 0.045 3223   3 0.038
 65830  948.59 1983.07 19.613  1.537 18.076  85   0 0.095 3226   4 0.068
 65831 1058.44 1981.81 19.720  1.619 18.101  84   0 0.073 3218   7 0.048
 66334 1008.32 1970.63 99.999  9.999 18.765   0   0 9.999 3137   0 0.283
 66342 1084.79 1750.06 20.505  1.385 19.120  82   0 0.128 3224   3 0.113
 66343 1060.27 1836.89 99.999  9.999 18.897   0   0 9.999 3228   3 0.100
 66345  990.61 1935.54 99.999  9.999 19.100   0   0 9.999 3224   5 0.108
 66352 1064.00 1688.18 20.218  1.518 18.700  84   0 0.197 3230   0 0.183
 66358 1019.13 1719.71 99.999  9.999 18.823   0   0 9.999 3212   6 0.179
 66359 1004.01 1724.67 99.999  9.999 19.477   0   0 9.999 3221   1 0.160
 66360  962.35 1737.58 20.133  1.737 18.396  83   0 0.067 3221   7 0.073
 66365 1074.76 1757.38 20.543  1.469 19.074  81   0 0.109 3222   6 0.114
 66369 1046.61 1774.97 20.852  2.155 18.697  83   0 0.145 3224   6 0.076
 66370 1004.33 1777.24 99.999  9.999 19.443   0   0 9.999 3212   3 0.137
 66379  940.77 1833.92 20.052  0.935 19.117  81   0 0.075 3215   8 0.104
 66383 1032.90 1862.05 99.999  9.999 19.478   0   0 9.999 3213   2 0.177
 66384 1066.66 1859.41 20.911  1.910 19.001  83   0 0.174 3221   4 0.103
 66387 1023.24 1874.72 99.999  9.999 19.087   0   0 9.999 3221   6 0.111
 66393  972.63 1905.15 99.999  9.999 18.652   0   0 9.999 3219   8 0.072
 66405 1059.63 1960.77 19.657 -0.036 19.693  84   0 0.068 3194   5 0.191
 66406 1081.94 1962.20 20.413  1.761 18.652  82   1 0.104 3220   9 0.077
 66411 1088.82 1975.17 99.999  9.999 18.818   0   0 9.999 3219   4 0.081
 66413  950.83 1981.92 20.398  1.863 18.535  85   0 0.186 3220   7 0.097
 66449 1021.54 1686.98 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 66450 1097.53 1686.84 20.195  1.696 18.499  82   1 0.093 3226   5 0.080
 66453 1057.54 1686.20 21.093  1.884 19.209  78   1 0.209 3218   5 0.132
 66464  955.90 1689.35 20.312  1.649 18.663  83   0 0.112 3223   5 0.093
 66465 1075.59 1688.13 20.531  1.723 18.808  82   0 0.115 3214   7 0.101
 66466 1082.50 1689.64 20.509  1.840 18.669  83   0 0.122 3219   5 0.135
 66468 1043.93 1690.52 19.940  1.624 18.316  84   0 0.082 3223   7 0.060
 66471  975.11 1690.69 20.638  1.816 18.822  82   0 0.138 3215   8 0.099
 66472 1016.86 1688.62 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 66474  987.59 1690.66 21.054  2.083 18.970  83   0 0.242 3220   2 0.104
 66477 1066.10 1692.89 20.540  1.591 18.949  83   0 0.149 3226   2 0.109
 66484  956.81 1698.31 20.075  1.485 18.591  85   0 0.108 3228   4 0.122
 66485 1050.88 1694.16 99.999  9.999 19.054   0   0 9.999 3218   5 0.104
 66486 1071.56 1694.26 19.850  1.188 18.662  83   1 0.061 3228   4 0.085
 66490 1055.66 1695.11 20.892  1.909 18.982  81   0 0.151 3215   6 0.097
 66494 1002.31 1696.36 20.474  1.778 18.696  83   0 0.110 3218  11 0.088
 66498 1076.25 1696.65 20.072  0.954 19.118  83   0 0.086 3227   7 0.130
 66503  967.16 1698.90 99.999  9.999 18.908   0   0 9.999 3225   3 0.108
 66505  974.51 1700.79 20.499  1.902 18.598  84   0 0.100 3222   3 0.072
 66516  960.14 1703.27 99.999  9.999 19.244   0   0 9.999 3219   5 0.174
 66517 1007.78 1701.62 20.676  1.702 18.974  82   0 0.139 3223   2 0.117
 66524 1003.45 1706.20 20.874  1.916 18.958  83   0 0.163 3223   3 0.110
 66525 1032.21 1706.02 20.521  1.585 18.936  82   0 0.105 3217   4 0.116
 66526 1050.01 1710.73 20.506  1.780 18.726  80   0 0.104 3221   8 0.078
 66529  974.80 1707.82 99.999  9.999 18.748   0   0 9.999 3233   2 0.110
 66532 1036.17 1707.95 99.999  9.999 19.101   0   0 9.999 3201   4 0.164
 66536 1077.55 1713.35 21.183  2.479 18.704  83   0 0.236 3224   3 0.076
 66538 1079.01 1710.30 20.055  1.475 18.580  84   0 0.090 3224   2 0.066
 66544 1010.92 1712.15 20.481  1.869 18.612  82   0 0.131 3216   8 0.085
 66549 1074.67 1713.56 20.309  1.412 18.897  85   0 0.103 3223   4 0.095
 66552  951.46 1714.88 20.911  1.930 18.981  83   0 0.208 3226   1 0.126
 66557  959.97 1716.33 21.214  1.984 19.230  81   1 0.223 3207   6 0.133
 66558  968.45 1717.07 21.341  1.939 19.402  79   0 0.238 3205   1 0.187
 66564 1081.05 1718.22 20.625  1.612 19.013  80   0 0.124 3221   3 0.097
 66566 1097.19 1719.49 20.833  1.789 19.044  82   0 0.183 3218   6 0.101
 66570 1046.99 1721.51 20.319  1.817 18.502  82   0 0.099 3223   5 0.072
 66571 1068.76 1721.00 20.463  2.109 18.354  83   0 0.133 3230   3 0.065
 66587  951.32 1727.12 20.608  1.898 18.710  84   0 0.136 3219   6 0.077
 66591  936.07 1726.68 21.022  1.900 19.123  85   0 0.208 3223   1 0.118
 66592 1028.57 1728.31 99.999  9.999 18.232   0   0 9.999 3232   4 0.131
 66595 1041.54 1729.02 20.117  1.579 18.537  83   0 0.099 3222   5 0.097
 66596 1058.49 1728.56 20.719  1.732 18.987  84   0 0.137 3221   3 0.101
 66597 1098.67 1728.61 20.571  1.802 18.769  82   0 0.123 3220   5 0.079
 66603 1037.64 1730.42 99.999  9.999 18.947   0   0 9.999 3219   3 0.161
 66608 1024.63 1732.32 20.172  1.884 18.288  84   0 0.122 3221   8 0.070
 66612 1012.63 1732.50 20.616  1.344 19.271  83   0 0.118 3223   2 0.141
 66616 1071.98 1734.77 20.172  1.672 18.500  84   0 0.088 3221   8 0.070
 66617 1081.07 1733.84 20.482  1.949 18.534  80   1 0.116 3226   3 0.067
 66618 1090.06 1734.31 20.009  1.628 18.380  84   1 0.088 3224   5 0.062
 66621  955.68 1733.60 21.284  1.948 19.336  83   0 0.235 3213   8 0.144
 66622  979.09 1734.58 20.878  1.966 18.913  83   0 0.147 3220   6 0.125
 66623 1056.66 1734.40 20.590  1.738 18.853  82   0 0.131 3211   8 0.096
 66625 1046.85 1733.10 20.723  1.277 19.447  84   0 0.158 3212   5 0.167
 66626 1062.48 1735.98 99.999  9.999 18.615   0   0 9.999 3217   4 0.125
 66632 1030.36 1736.86 99.999  9.999 18.716   0   0 9.999 3227   1 0.105
 66641 1011.69 1738.18 20.446  1.511 18.935  84   0 0.099 3215   9 0.100
 66642 1082.43 1738.70 20.371  2.168 18.203  83   0 0.109 3219   9 0.051
 66643  944.28 1738.76 99.999  9.999 19.468   0   0 9.999 3221   4 0.158
 66644  975.40 1738.75 99.999  9.999 19.118   0   0 9.999 3221   5 0.145
 66645 1020.49 1739.22 20.996  1.935 19.061  82   0 0.185 3220   6 0.109
 66646 1048.67 1740.65 20.354  1.529 18.825  83   0 0.103 3219   5 0.093
 66647 1068.68 1740.75 20.126  1.575 18.552  85   0 0.114 3231   2 0.130
 66651 1075.64 1741.50 99.999  9.999 19.539   0   0 9.999 3200   7 0.183
 66654  969.47 1746.58 20.129  1.666 18.464  81   0 0.083 3223   6 0.059
 66662  968.11 1741.83 99.999  9.999 19.267   0   0 9.999 3209   8 0.137
 66669 1000.71 1744.47 20.673  1.574 19.099  82   1 0.124 3213   6 0.132
 66670 1081.68 1745.60 99.999  9.999 18.180   0   0 9.999 3223   7 0.054
 66676 1052.73 1747.53 20.261  1.716 18.545  84   0 0.106 3219   5 0.068
 66680 1001.96 1749.05 99.999  9.999 18.236   0   0 9.999 3225  11 0.086
 66685 1042.09 1751.49 20.649  1.793 18.856  83   0 0.137 3222   3 0.094
 66686 1022.17 1753.31 20.715  2.315 18.400  84   0 0.129 3227   2 0.057
 66692  952.94 1754.79 20.336  1.841 18.495  83   0 0.097 3224   2 0.059
 66693 1004.74 1754.58 99.999  9.999 18.562   0   0 9.999 3226   8 0.104
 66698  997.34 1760.43 99.999  9.999 19.014   0   0 9.999 3217   7 0.130
 66699  991.66 1759.07 19.924  1.888 18.036  85   0 0.078 3222   5 0.051
 66706  948.27 1761.08 21.154  1.981 19.173  81   0 0.195 3219   7 0.109
 66707 1017.92 1760.73 99.999  9.999 19.381   0   0 9.999 3224   3 0.134
 66709  959.91 1761.60 21.131  1.827 19.304  83   0 0.240 3221   3 0.118
 66710  993.98 1762.12 99.999  9.999 18.028   0   0 9.999 3223   7 0.049
 66711 1085.99 1763.53 20.168  1.520 18.648  81   0 0.084 3221   5 0.068
 66716 1056.17 1762.74 19.980  1.024 18.956  83   0 0.078 3221   7 0.097
 66718  945.89 1765.68 20.724  1.984 18.740  83   0 0.126 3222   4 0.074
 66721 1038.80 1766.70 20.887  1.816 19.071  83   0 0.135 3215   5 0.106
 66727  962.90 1768.70 20.315  1.745 18.569  80   0 0.090 3219   5 0.063
 66728  990.80 1769.30 20.263  1.691 18.571  79   0 0.086 3220   5 0.064
 66729 1064.29 1769.53 20.196  1.839 18.357  83   0 0.125 3225   7 0.089
 66733  936.24 1768.99 20.689  2.047 18.642  79   1 0.125 3217   7 0.067
 66738  978.70 1770.64 20.425  1.630 18.795  80   0 0.110 3221   5 0.075
 66739 1090.34 1770.79 20.390  1.541 18.848  82   0 0.107 3219   6 0.080
 66744 1036.46 1770.71 99.999  9.999 19.132   0   0 9.999 3215   4 0.110
 66745 1078.34 1772.15 20.584  1.631 18.953  83   0 0.123 3215   5 0.092
 66747  970.35 1772.45 20.922  2.183 18.739  81   0 0.153 3223   5 0.075
 66748 1052.29 1772.21 99.999  9.999 19.031   0   0 9.999 3226   5 0.106
 66750 1024.15 1774.21 19.979  1.524 18.456  83   0 0.074 3223   2 0.059
 66751 1066.58 1774.65 20.453  1.828 18.625  82   0 0.126 3220   9 0.081
 66752 1082.70 1773.26 99.999  9.999 19.079   0   0 9.999 3219   5 0.105
 66763 1029.33 1777.46 20.456  1.917 18.539  84   0 0.107 3221   9 0.071
 66765 1056.33 1778.16 20.727  1.982 18.745  83   0 0.144 3217   9 0.077
 66766 1069.09 1780.81 20.537  1.658 18.879  82   0 0.109 3221   6 0.086
 66767 1071.17 1776.45 99.999  9.999 19.151   0   0 9.999 3223   4 0.114
 66773  939.85 1778.61 20.987  1.964 19.022  82   0 0.167 3218   4 0.090
 66774 1051.80 1779.98 20.098  1.491 18.606  82   0 0.074 3226   3 0.071
 66776  979.93 1780.73 20.478  1.703 18.775  80   0 0.086 3225   3 0.076
 66780  949.55 1781.98 20.735  2.123 18.612  81   0 0.140 3221   4 0.063
 66785  960.29 1788.59 20.939  1.614 19.325  79   0 0.187 3217   4 0.147
 66788  987.58 1784.53 20.311  1.813 18.498  82   1 0.083 3224   3 0.058
 66789 1063.41 1784.01 20.249  1.550 18.699  83   0 0.111 3223   3 0.078
 66790 1090.53 1784.22 20.520  1.816 18.703  84   0 0.133 3218   7 0.070
 66798 1066.71 1785.32 19.966  1.301 18.664  83   0 0.093 3222   4 0.075
 66799 1078.06 1785.90 20.634  1.619 19.015  81   1 0.104 3220   5 0.096
 66801 1098.03 1786.27 20.603  1.857 18.747  85   0 0.127 3222   7 0.083
 66805 1002.84 1788.16 99.999  9.999 18.541   0   0 9.999 3224   3 0.066
 66806 1014.73 1788.44 20.396  1.757 18.639  81   0 0.102 3217   8 0.075
 66810 1073.63 1788.96 20.608  1.748 18.860  80   0 0.126 3223   3 0.090
 66813  969.72 1791.08 20.403  1.573 18.829  83   0 0.085 3220   7 0.096
 66814  965.97 1790.14 99.999  9.999 18.790   0   0 9.999 3222   9 0.108
 66815 1008.22 1790.05 20.550  1.722 18.828  83   0 0.114 3221   4 0.085
 66821 1046.54 1793.23 20.543  1.608 18.935  82   0 0.139 3224   4 0.097
 66822 1049.86 1789.77 20.864  1.863 19.001  80   0 0.155 3218   3 0.095
 66825 1029.93 1794.10 99.999  9.999 18.710   0   0 9.999 3224  10 0.106
 66830  980.97 1793.98 20.667  1.659 19.008  82   0 0.108 3217   7 0.098
 66833 1074.49 1795.50 20.681  1.995 18.686  84   0 0.151 3220   6 0.084
 66836  948.35 1795.11 20.804  1.874 18.930  81   0 0.142 3222   4 0.089
 66839  989.98 1797.65 20.623  1.818 18.805  84   0 0.125 3222   5 0.080
 66842 1005.48 1798.44 20.333  0.889 19.444  82   0 0.107 3211   7 0.165
 66843 1016.07 1798.95 20.847  2.058 18.789  82   0 0.192 3223   4 0.090
 66848  957.56 1799.09 20.778  1.794 18.984  81   0 0.122 3220   4 0.091
 66849 1079.03 1799.29 20.565  1.859 18.706  85   0 0.130 3226   4 0.088
 66855  972.77 1801.50 20.613  1.957 18.656  82   0 0.143 3219   7 0.086
 66858  943.81 1802.26 20.864  1.704 19.160  81   0 0.178 3217   5 0.103
 66863 1030.88 1804.73 20.908  2.003 18.905  83   0 0.173 3223   3 0.101
 66869  987.83 1804.93 21.130  2.121 19.009  83   0 0.213 3213  10 0.100
 66870 1006.31 1806.16 99.999  9.999 18.431   0   0 9.999 3227   4 0.115
 66873 1024.25 1807.13 20.297  1.929 18.368  83   0 0.095 3222   4 0.065
 66874 1042.92 1806.44 99.999  9.999 18.994   0   0 9.999 3223   3 0.122
 66880 1036.11 1807.23 99.999  9.999 18.853   0   0 9.999 3225   7 0.117
 66893  986.98 1811.69 20.758  2.141 18.616  82   0 0.125 3226   3 0.074
 66894 1043.22 1812.11 20.444  1.832 18.613  82   0 0.104 3222   5 0.072
 66896  970.60 1812.53 21.001  1.882 19.119  83   0 0.182 3222   3 0.103
 66904 1063.18 1815.07 21.018  2.376 18.642  82   0 0.198 3224   3 0.079
 66908  973.40 1818.31 20.290  1.758 18.532  83   0 0.097 3214  10 0.062
 66912 1004.15 1818.49 20.528  1.808 18.720  84   0 0.159 3218   8 0.111
 66913 1010.04 1819.07 99.999  9.999 19.131   0   0 9.999 3214   5 0.128
 66917 1089.51 1820.13 20.178  1.630 18.548  83   0 0.100 3224   3 0.073
 66923  944.53 1824.92 20.439  1.741 18.698  83   0 0.113 3219   9 0.069
 66924 1080.17 1824.07 20.093  1.443 18.650  84   0 0.092 3223   2 0.076
 66926  941.70 1821.52 99.999  9.999 19.172   0   0 9.999 3219   3 0.115
 66927  968.58 1822.90 20.135  1.737 18.398  84   0 0.076 3223   4 0.055
 66928 1049.81 1823.63 20.332  1.518 18.814  82   0 0.113 3217   6 0.085
 66933 1006.81 1823.79 20.317  1.826 18.491  82   0 0.084 3221   7 0.072
 66936  956.30 1825.51 20.658  2.139 18.520  81   0 0.158 3223   4 0.059
 66937  962.74 1826.05 20.246  1.201 19.045  81   0 0.083 3221   3 0.097
 66946 1093.64 1827.18 19.988  1.536 18.453  84   0 0.076 3227   1 0.080
 66955 1018.04 1830.47 99.999  9.999 18.835   0   0 9.999 3227   4 0.119
 66963  947.45 1832.68 21.020  1.993 19.027  79   1 0.163 3220   5 0.093
 66964  993.47 1831.89 20.916  1.792 19.125  81   0 0.165 3222   4 0.143
 66969 1006.92 1834.89 20.358  1.634 18.724  85   0 0.120 3220   6 0.140
 66976  995.46 1838.20 19.847  1.436 18.412  84   1 0.083 3226   8 0.104
 66977 1030.32 1835.87 17.227 -1.685 18.912  85   0 0.009 3231   3 0.141
 66978 1024.89 1838.26 20.542  2.056 18.486  82   0 0.149 3223   7 0.096
 66979 1042.03 1839.61 20.424  1.798 18.626  83   0 0.119 3226   2 0.076
 66980 1093.11 1839.17 99.999  9.999 18.138   0   0 9.999 3213   0 0.178
 66985 1036.48 1839.61 99.999  9.999 18.831   0   0 9.999 3224   3 0.095
 66987  961.86 1841.68 20.517  1.693 18.824  83   0 0.109 3221   4 0.078
 66991 1072.59 1842.35 99.999  9.999 18.661   0   0 9.999 3224   5 0.083
 66995  989.68 1844.12 20.102  1.860 18.242  84   0 0.102 3216  11 0.100
 67000 1005.00 1846.15 20.480  1.678 18.802  85   0 0.160 3222   7 0.188
 67001 1060.47 1845.39 20.143  1.660 18.482  83   0 0.086 3223   4 0.063
 67004  952.00 1849.90 20.162  1.652 18.510  83   0 0.091 3219   5 0.062
 67005  963.12 1847.59 20.574  1.669 18.906  83   0 0.109 3221   3 0.086
 67010  974.18 1848.66 20.349  1.708 18.641  81   0 0.095 3223   4 0.077
 67018 1084.83 1851.59 20.553  2.268 18.285  80   0 0.176 3176   8 0.126
 67024 1015.84 1852.95 20.527  1.932 18.594  82   0 0.138 3219   7 0.096
 67031  992.99 1853.32 99.999  9.999 18.458   0   0 9.999 3232   1 0.205
 67036  940.51 1854.67 20.654  1.696 18.958  81   0 0.127 3216   9 0.093
 67040 1039.49 1855.36 20.453  1.680 18.773  82   0 0.129 3225   4 0.092
 67041 1076.85 1855.99 99.999  9.999 18.378   0   0 9.999 3222   9 0.076
 67045 1009.30 1857.69 20.774  1.782 18.993  81   1 0.178 3208   9 0.139
 67046 1046.27 1857.73 99.999  9.999 19.051   0   0 9.999 3222   2 0.106
 67049  964.84 1861.41 20.028  1.200 18.828  84   0 0.074 3224   4 0.089
 67050 1073.45 1858.78 19.877  1.337 18.540  82   0 0.068 3225   5 0.085
 67054  948.79 1860.81 20.389  1.949 18.441  81   0 0.114 3220   5 0.061
 67055  979.86 1860.00 20.338  1.940 18.398  84   0 0.111 3222   6 0.069
 67056  999.88 1859.03 20.633  1.811 18.822  84   0 0.156 3217   7 0.129
