# OGLE EWS map.dat file for OGLE-2024-BLG-0521
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
 58082  956.02 1568.57 18.777  1.937 16.839  83   1 0.027 3230   5 0.015
 58085 1039.03 1569.16 18.659  1.439 17.220  85   0 0.027 3227   6 0.028
 58087  939.23 1571.58 19.656  2.451 17.205  83   0 0.051 3229   2 0.020
 58088 1006.24 1572.70 18.992  1.286 17.706  84   0 0.030 3225   6 0.034
 58090 1040.93 1579.16 18.239  1.369 16.870  85   0 0.027 3222  13 0.027
 58092 1039.04 1574.55 18.919  1.780 17.140  85   0 0.039 3231   5 0.031
 58093 1052.59 1574.30 19.141  1.423 17.718  84   0 0.090 3222  15 0.096
 58094 1055.87 1577.12 99.999  9.999 17.439   0   0 9.999 3235   2 0.217
 58100 1032.07 1583.53 18.771  1.316 17.454  83   1 0.025 3224   9 0.031
 58109 1090.77 1595.21 19.389  1.908 17.481  84   0 0.039 3215  14 0.036
 58110 1067.55 1599.08 18.472  1.434 17.038  85   0 0.025 3228   7 0.030
 58112  952.78 1600.54 18.473  1.451 17.022  84   0 0.020 3226   4 0.017
 58116  991.28 1607.28 19.615  2.084 17.530  83   0 0.056 3225   7 0.026
 58119  961.97 1608.95 19.210  2.019 17.191  85   0 0.040 3230   3 0.019
 58120 1099.97 1610.91 19.045  1.793 17.251  83   1 0.032 3227   4 0.029
 58128 1042.99 1628.53 19.144  1.573 17.571  84   0 0.044 3225   2 0.028
 58131  939.75 1631.76 18.839  1.547 17.292  84   0 0.028 3227   5 0.022
 58141 1094.41 1652.59 18.752  1.532 17.220  85   0 0.032 3228   5 0.026
 58159 1086.78 1683.31 19.334  1.968 17.366  84   0 0.057 3214  16 0.086
 58207 1081.72 1525.22 19.812  1.631 18.181  84   0 0.067 3227   3 0.053
 58212 1066.11 1595.20 20.811  1.345 19.467  80   0 0.202 3215   1 0.262
 58217 1097.01 1652.44 19.919  1.650 18.269  85   0 0.112 3223  10 0.061
 58218 1018.33 1676.80 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 58982 1005.53 1524.81 19.770  1.681 18.089  84   0 0.072 3229   4 0.055
 58983 1037.93 1525.27 19.824  1.600 18.224  84   0 0.061 3222   7 0.052
 58984 1059.49 1526.18 20.142  1.747 18.395  84   0 0.069 3226   1 0.056
 58999 1012.29 1536.83 19.485  1.414 18.070  84   0 0.047 3225   6 0.042
 59000 1029.68 1538.05 19.719  2.115 17.604  85   0 0.058 3222   9 0.030
 59003  937.10 1535.86 20.092  1.732 18.360  84   0 0.081 3219   5 0.054
 59007 1058.67 1536.18 99.999  9.999 18.656   0   0 9.999 3223   5 0.081
 59008 1060.35 1540.02 99.999  9.999 17.856   0   0 9.999 3229   5 0.064
 59009  938.34 1540.93 19.678  1.896 17.782  84   0 0.061 3218   7 0.032
 59013 1007.41 1544.89 19.562  1.712 17.850  83   0 0.055 3224   5 0.033
 59017 1021.39 1545.45 19.795  1.687 18.108  82   0 0.061 3220   6 0.043
 59018 1082.85 1549.35 19.383  1.435 17.948  84   0 0.039 3227   3 0.039
 59021 1079.22 1546.66 19.704  1.492 18.212  84   0 0.049 3226   4 0.048
 59026 1027.96 1552.03 19.808  1.517 18.291  84   0 0.060 3218   8 0.051
 59029 1022.85 1553.37 20.157  2.012 18.144  83   0 0.086 3220   6 0.050
 59030 1053.10 1553.17 19.969  1.553 18.416  84   0 0.083 3221   7 0.061
 59031 1093.37 1554.21 19.218  1.574 17.645  84   0 0.037 3228   3 0.033
 59033 1004.32 1553.63 19.967  1.667 18.300  84   0 0.068 3225   4 0.052
 59034 1099.73 1554.63 19.471  1.696 17.775  84   0 0.054 3229   4 0.039
 59036  986.64 1555.56 19.922  2.048 17.874  83   1 0.084 3228   2 0.043
 59042 1067.34 1560.77 19.425  1.487 17.938  84   0 0.054 3226   6 0.042
 59047 1077.44 1559.94 19.800  1.536 18.264  84   0 0.056 3222   2 0.050
 59050  937.19 1564.93 19.449  1.273 18.176  82   1 0.042 3225   4 0.045
 59053 1013.33 1565.42 19.372  1.392 17.981  84   0 0.033 3223   5 0.040
 59064 1009.48 1571.96 18.992  1.060 17.932  84   0 0.030 3226   4 0.040
 59066 1001.54 1572.39 99.999  9.999 18.767   0   0 9.999 3224   7 0.126
 59073  979.08 1576.46 20.129  1.935 18.194  83   0 0.085 3225   3 0.051
 59076  975.17 1579.39 20.340  1.922 18.419  83   0 0.085 3223   5 0.058
 59078  991.27 1584.78 19.246  1.653 17.593  84   0 0.041 3223   8 0.037
 59079  989.84 1580.73 19.978  1.687 18.292  83   0 0.078 3209  11 0.117
 59082 1060.30 1584.00 99.999  9.999 17.590   0   0 9.999 3231   0 0.269
 59085 1006.48 1586.31 19.669  1.888 17.781  85   0 0.064 3222   5 0.033
 59086 1046.98 1585.75 19.646  2.006 17.640  82   1 0.165 3214   5 0.144
 59089 1056.76 1588.97 99.999  9.999 17.668   0   0 9.999 3201   1 0.172
 59090  999.99 1588.84 20.097  1.752 18.345  84   0 0.070 3223   4 0.057
 59094 1053.69 1592.70 19.701  1.873 17.828  83   1 0.101 3185  11 0.120
 59099 1008.77 1597.14 19.693  1.768 17.925  83   0 0.059 3215  11 0.035
 59107 1029.90 1603.56 19.139  1.393 17.746  84   0 0.080 3226   2 0.077
 59111  943.43 1603.94 19.720  1.778 17.942  83   0 0.059 3219   5 0.035
 59121  983.80 1608.64 20.038  1.845 18.193  82   0 0.080 3218   7 0.046
 59122 1087.45 1609.14 19.724  1.810 17.914  84   0 0.058 3224   4 0.040
 59131  948.58 1614.27 19.756  1.645 18.111  82   0 0.055 3220   6 0.041
 59132  993.40 1616.89 19.857  1.784 18.073  85   0 0.072 3223   4 0.042
 59137  973.42 1616.99 19.413  1.757 17.657  83   0 0.047 3225   4 0.031
 59145 1069.32 1621.08 19.722  1.498 18.224  84   0 0.061 3224   5 0.053
 59150 1093.17 1624.36 99.999  9.999 18.374   0   0 9.999 3225   5 0.058
 59153 1027.79 1624.84 20.442  2.213 18.229  82   1 0.124 3220   7 0.048
 59155 1077.17 1628.01 19.320  1.684 17.636  85   0 0.050 3229   6 0.060
 59158  951.43 1631.59 19.877  1.744 18.133  84   0 0.062 3224   4 0.041
 59160 1081.24 1632.71 20.105  1.761 18.345  83   0 0.086 3220   4 0.059
 59161 1052.51 1634.49 19.922  1.666 18.255  84   0 0.092 3224   1 0.067
 59163  985.25 1637.00 20.250  1.989 18.261  83   0 0.109 3226   7 0.070
 59167  999.19 1639.29 20.792  2.166 18.625  83   1 0.145 3224   5 0.086
 59170 1058.75 1640.67 19.521  1.587 17.934  84   0 0.045 3224   5 0.036
 59173 1018.41 1643.61 19.565  1.600 17.965  84   0 0.061 3218  12 0.050
 59178 1037.05 1645.03 20.126  1.960 18.167  85   0 0.098 3224   6 0.062
 59186  937.43 1646.00 20.570  2.036 18.534  82   0 0.115 3212  11 0.088
 59188  999.44 1649.88 19.585  1.839 17.745  85   0 0.059 3226   4 0.032
 59189 1027.71 1650.63 19.768  1.446 18.322  82   2 0.055 3226   4 0.061
 59192  995.09 1651.29 19.852  1.695 18.157  83   1 0.069 3226   2 0.047
 59193 1038.13 1650.91 19.783  1.139 18.643  84   0 0.062 3216   8 0.083
 59197  946.51 1651.42 99.999  9.999 18.864   0   0 9.999 3218   7 0.103
 59198 1054.22 1654.04 19.819  1.535 18.284  84   0 0.061 3222   5 0.051
 59199  957.73 1655.01 19.936  2.136 17.800  83   0 0.113 3229   1 0.065
 59206  964.87 1660.20 19.553  1.707 17.846  84   0 0.055 3221   7 0.035
 59210 1011.57 1662.21 19.590  1.694 17.896  84   0 0.060 3233   4 0.054
 59214 1020.76 1664.31 19.315  1.476 17.838  84   0 0.039 3223   4 0.046
 59218 1066.89 1666.59 20.247  1.887 18.360  79   1 0.084 3220   6 0.051
 59221 1027.89 1667.84 20.037  1.897 18.140  84   0 0.077 3224   4 0.063
 59232 1040.39 1674.32 99.999  9.999 17.957   0   0 9.999 3226   5 0.048
 59234 1058.70 1676.56 19.645  1.535 18.110  82   0 0.064 3226   5 0.044
 59235 1011.55 1676.35 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 59236 1099.03 1677.37 19.511  1.880 17.631  85   0 0.050 3226   5 0.042
 59242  953.18 1681.07 20.213  2.038 18.175  83   0 0.105 3224   4 0.053
 59243  946.64 1685.04 19.423  2.598 16.825  85   0 0.061 3233   1 0.023
 59245 1062.60 1685.23 19.596  1.546 18.050  84   0 0.081 3227   0 0.071
 59263  954.98 1531.88 19.889  1.529 18.360  85   0 0.085 3228   3 0.061
 59279 1098.93 1601.71 99.999  9.999 18.864   0   0 9.999 3224   3 0.092
 59350 1010.28 1534.67 19.485  0.880 18.605  84   0 0.047 3222   5 0.073
 59351 1000.25 1540.83 20.674  1.526 19.148  83   0 0.155 3225   3 0.122
 59353 1009.75 1565.04 99.999  9.999 19.311   0   0 9.999 3211   5 0.128
 59354  994.60 1583.23 99.999  9.999 19.352   0   0 9.999 3177   3 0.184
 59358  994.88 1614.23 20.521  1.919 18.602  82   0 0.117 3225   4 0.066
 59362 1090.22 1626.08 99.999  9.999 18.987   0   0 9.999 3222   4 0.094
 59363 1001.12 1641.91 99.999  9.999 18.977   0   0 9.999 3225   4 0.127
 59364 1054.94 1637.76 99.999  9.999 19.132   0   0 9.999 3222   3 0.119
 59366 1040.52 1649.99 19.783  0.836 18.946  84   0 0.062 3212   7 0.115
 60792 1031.91 1525.22 20.494  1.634 18.860  79   1 0.108 3220   5 0.087
 60805  977.58 1524.25 99.999  9.999 18.864   0   0 9.999 3027   0 0.372
 60806 1040.86 1525.87 20.698  1.929 18.769  80   1 0.117 3222   6 0.087
 60807 1055.05 1527.69 99.999  9.999 19.227   0   0 9.999 3219   4 0.116
 60808 1070.60 1525.91 20.515  1.750 18.765  82   0 0.106 3223   3 0.072
 60811 1000.71 1527.14 20.138  1.706 18.432  83   0 0.097 3225   4 0.076
 60816 1034.74 1529.40 21.134  2.006 19.128  83   0 0.196 3218   5 0.119
 60824 1027.50 1534.35 99.999  9.999 18.708   0   0 9.999 3224   5 0.077
 60825 1086.57 1531.20 21.070  2.102 18.968  82   0 0.232 3200   6 0.157
 60835  945.83 1535.73 20.473  1.558 18.915  85   0 0.120 3220   5 0.090
 60838  950.96 1533.62 99.999  9.999 18.811   0   0 9.999 3226   1 0.088
 60839  994.19 1534.65 99.999  9.999 18.985   0   0 9.999 3226   8 0.121
 60840 1030.83 1533.57 99.999  9.999 19.010   0   0 9.999 3222   8 0.104
 60841 1076.20 1535.00 21.297  2.627 18.670  84   0 0.264 3221   2 0.069
 60842 1097.06 1534.77 99.999  9.999 19.122   0   0 9.999 3188  10 0.149
 60856  983.59 1540.38 20.054  1.568 18.487  84   0 0.088 3223   6 0.079
 60857  980.53 1538.22 99.999  9.999 18.797   0   0 9.999 3220   6 0.122
 60862  968.49 1540.86 20.229  1.739 18.490  84   0 0.090 3220  10 0.068
 60866  957.81 1540.59 20.406  1.636 18.770  82   0 0.094 3223   4 0.078
 60871  995.55 1542.15 99.999  9.999 18.490   0   0 9.999 3226   5 0.077
 60872 1023.48 1541.32 99.999  9.999 19.107   0   0 9.999 3226   4 0.100
 60873 1082.82 1541.44 20.615  1.719 18.896  80   0 0.108 3220   5 0.087
 60879 1005.42 1542.63 99.999  9.999 19.247   0   0 9.999 3220   6 0.125
 60880 1071.41 1543.59 20.152  1.493 18.659  84   0 0.078 3223   4 0.080
 60881 1032.73 1542.99 20.794  1.698 19.096  81   0 0.149 3220   5 0.108
 60889  979.27 1545.55 99.999  9.999 18.754   0   0 9.999 3227   2 0.092
 60890  984.74 1544.18 20.561  1.536 19.025  82   0 0.127 3221   5 0.120
 60891 1027.65 1544.95 20.737  1.753 18.983  82   0 0.151 3221   6 0.094
 60895 1084.73 1546.89 99.999  9.999 18.641   0   0 9.999 3225   3 0.075
 60899  975.68 1547.35 20.279  1.643 18.636  83   0 0.101 3227   3 0.076
 60900 1016.89 1549.38 20.551  1.775 18.776  83   0 0.121 3214   9 0.076
 60906 1061.23 1551.09 20.558  1.788 18.771  80   0 0.133 3199   9 0.127
 60907 1079.89 1550.27 20.392  1.597 18.795  84   0 0.085 3222   4 0.085
 60913  954.30 1552.02 20.381  1.838 18.543  79   1 0.081 3221   3 0.063
 60920  945.43 1553.53 20.401  1.356 19.044  81   1 0.096 3215   5 0.096
 60921  975.87 1555.17 20.266  1.799 18.467  82   0 0.091 3221   7 0.061
 60935  959.84 1555.93 20.692  1.503 19.190  83   1 0.180 3221   3 0.123
 60936 1070.99 1557.75 20.196  1.799 18.397  83   0 0.089 3221   6 0.060
 60937 1096.91 1556.30 99.999  9.999 18.548   0   0 9.999 3230   3 0.088
 60940  957.20 1557.90 99.999  9.999 18.740   0   0 9.999 3231   2 0.113
 60941  963.51 1557.31 20.738  1.904 18.834  80   0 0.110 3222   4 0.081
 60942 1014.35 1557.39 20.600  1.597 19.004  81   1 0.105 3223   2 0.094
 60949  979.59 1560.91 20.484  1.783 18.702  83   0 0.102 3219   6 0.076
 60950 1047.17 1561.92 20.479  1.717 18.762  82   0 0.138 3230   2 0.104
 60951 1060.33 1562.14 20.415  1.686 18.729  84   0 0.105 3224   3 0.095
 60956 1023.19 1561.89 20.307  1.825 18.482  83   0 0.097 3219   5 0.062
 60959  996.67 1563.67 20.210  1.548 18.661  81   1 0.074 3217  10 0.087
 60960 1082.05 1563.93 20.011  1.621 18.390  83   0 0.080 3214  12 0.053
 60961  945.06 1564.27 20.003  1.343 18.659  83   0 0.072 3218   7 0.069
 60962 1036.11 1563.29 20.618  1.663 18.955  83   0 0.119 3219   4 0.103
 60963 1046.78 1566.51 19.936  1.163 18.773  84   0 0.080 3225   5 0.118
 60964 1043.64 1563.60 20.096  1.758 18.338  84   0 0.073 3230   1 0.067
 60965 1074.05 1562.97 20.495  1.864 18.631  81   0 0.122 3223   2 0.073
 60968  964.74 1564.63 20.665  1.581 19.084  83   0 0.113 3217   6 0.100
 60973  984.69 1566.26 20.314  1.815 18.498  82   0 0.098 3215  10 0.071
 60974 1092.98 1566.89 20.446  1.609 18.837  82   0 0.084 3200  14 0.127
 60987  973.66 1571.08 20.110  1.633 18.476  81   1 0.074 3225   5 0.060
 60988  992.90 1569.93 99.999  9.999 17.768   0   0 9.999 3235   2 0.102
 60989 1067.41 1570.10 19.817  1.196 18.621  83   0 0.079 3225   3 0.104
 60993  960.58 1570.17 20.732  1.835 18.896  83   0 0.149 3224   4 0.091
 60994 1046.04 1573.82 20.185  1.162 19.023  83   0 0.139 3182   4 0.184
 60995 1052.90 1570.54 20.274  1.643 18.630  83   0 0.162 3216   9 0.127
 60999 1043.88 1570.53 20.652  1.616 19.036  81   0 0.182 3215   6 0.153
 61000 1095.93 1572.19 20.622  1.562 19.059  82   0 0.135 3225   4 0.113
 61003 1059.58 1572.83 20.236  1.662 18.574  85   0 0.160 3215   8 0.165
 61011 1014.35 1575.72 20.725  1.825 18.900  82   0 0.133 3218   5 0.091
 61013  958.43 1575.98 20.862  1.869 18.993  84   0 0.152 3226   2 0.092
 61016  999.00 1577.94 99.999  9.999 18.851   0   0 9.999 3207   5 0.175
 61020 1004.06 1579.13 21.035  1.587 19.448  81   0 0.184 3207   3 0.192
 61021 1022.91 1579.72 20.178  1.706 18.472  83   0 0.074 3223   3 0.061
 61025 1013.03 1581.03 20.258  1.740 18.518  83   0 0.114 3220   5 0.062
 61028 1072.93 1581.90 20.408  1.807 18.601  83   0 0.107 3230   3 0.121
 61031 1090.08 1582.73 99.999  9.999 18.927   0   0 9.999 3227   4 0.169
 61033  966.17 1583.44 21.025  1.940 19.085  81   0 0.155 3222   8 0.098
 61034 1063.74 1585.44 19.610  0.934 18.676  84   0 0.093 3182   2 0.262
 61039  939.23 1584.56 20.343  1.512 18.830  82   0 0.089 3219   6 0.075
 61049 1099.40 1586.91 20.710  1.858 18.852  83   0 0.146 3221   4 0.098
 61058  980.80 1588.09 20.471  2.073 18.398  81   0 0.099 3219   6 0.055
 61062 1093.15 1589.45 20.342  1.657 18.685  83   0 0.112 3219   5 0.122
 61067 1019.37 1588.59 20.914  1.703 19.211  82   0 0.160 3218   2 0.114
 61068 1063.44 1589.63 99.999  9.999 18.948   0   0 9.999 3175   1 0.214
 61069  962.25 1591.28 20.721  2.231 18.490  82   1 0.132 3226   3 0.073
 61071  955.56 1590.99 20.868  1.638 19.230  81   0 0.139 3218   4 0.113
 61074  967.94 1593.27 20.461  1.871 18.590  83   0 0.117 3226   5 0.074
 61075  987.06 1592.54 99.999  9.999 18.890   0   0 9.999 3223   4 0.085
 61083 1059.55 1593.79 20.519  1.402 19.117  82   0 0.174 3145   1 0.236
 61090 1053.65 1597.14 99.999  9.999 18.396   0   0 9.999 3198   7 0.127
 61093  989.50 1597.74 20.547  1.972 18.575  83   0 0.137 3226   1 0.063
 61096  962.16 1599.36 99.999  9.999 19.596   0   0 9.999 3219   5 0.183
 61097 1075.30 1597.77 99.999  9.999 19.475   0   0 9.999 3219   2 0.257
 61104 1012.10 1601.82 20.563  1.697 18.866  82   0 0.097 3213   8 0.086
 61105 1046.39 1601.30 20.547  1.953 18.594  81   1 0.105 3209  12 0.088
 61109  983.99 1603.04 20.513  1.662 18.850  78   0 0.096 3211   7 0.080
 61114  936.80 1604.39 21.120  1.928 19.192  81   0 0.204 3221   4 0.105
 61115  995.15 1605.12 20.357  1.966 18.390  82   0 0.102 3224   5 0.054
 61116 1040.30 1603.96 20.836  1.708 19.128  83   0 0.142 3221   4 0.123
 61120  979.80 1605.55 99.999  9.999 18.897   0   0 9.999 3211   6 0.082
 61122 1013.39 1606.38 20.747  1.714 19.033  81   0 0.126 3216   4 0.104
 61132 1029.87 1608.84 21.316  2.085 19.230  82   0 0.286 3218   6 0.133
 61138 1013.10 1614.91 20.456  1.298 19.157  83   0 0.091 3223   2 0.107
 61139 1079.21 1613.88 20.219  1.546 18.673  83   1 0.113 3222   6 0.077
 61145  949.02 1617.90 99.999  9.999 19.245   0   0 9.999 3219   3 0.116
 61147  944.87 1615.58 20.982  1.990 18.992  80   0 0.163 3222   6 0.091
 61148 1092.59 1616.57 19.845  1.479 18.366  84   0 0.060 3223   3 0.056
 61155 1071.77 1617.50 20.253  1.574 18.679  83   0 0.100 3226   3 0.077
 61158  956.93 1619.64 20.168  1.404 18.763  82   0 0.079 3220   6 0.079
 61161 1003.97 1619.60 20.432  1.711 18.721  81   0 0.118 3228   3 0.074
 61162 1076.75 1619.78 20.062  1.720 18.342  84   0 0.099 3231   3 0.072
 61166  947.21 1620.97 20.536  1.550 18.986  84   0 0.120 3221   3 0.089
 61167  995.27 1619.74 99.999  9.999 19.056   0   0 9.999 3214  10 0.098
 61168 1071.95 1625.07 20.217  1.666 18.551  84   0 0.095 3213  13 0.090
 61172  953.05 1621.67 99.999  9.999 18.904   0   0 9.999 3215   6 0.085
 61179  969.09 1623.73 20.948  1.921 19.027  83   0 0.175 3214   7 0.104
 61181 1022.23 1625.47 99.999  9.999 19.086   0   0 9.999 3227   2 0.120
 61182 1076.10 1623.04 20.244  2.020 18.224  84   0 0.127 3233   3 0.087
 61189  959.82 1626.20 20.451  1.954 18.497  83   0 0.124 3223   4 0.059
 61191  942.66 1626.03 21.012  1.911 19.101  82   0 0.162 3220   5 0.098
 61194  983.48 1628.76 20.554  2.240 18.314  81   0 0.102 3218   8 0.054
 61195 1064.61 1629.78 20.335  1.473 18.863  83   0 0.096 3221   6 0.084
 61198  996.42 1633.11 20.350  1.935 18.416  83   1 0.112 3223  11 0.074
 61199 1000.07 1629.78 20.239  1.756 18.483  83   1 0.068 3217  12 0.081
 61202 1030.23 1631.40 21.119  2.258 18.862  82   0 0.210 3225   4 0.104
 61212 1069.37 1633.35 20.683  1.708 18.975  82   0 0.143 3217   9 0.098
 61215  966.91 1635.75 20.488  2.008 18.480  84   0 0.111 3224   2 0.058
 61217  961.59 1636.60 20.562  2.012 18.550  82   0 0.137 3224   4 0.061
 61221 1029.57 1637.68 20.227  1.684 18.543  83   0 0.090 3227   5 0.084
 61224  947.94 1638.92 20.241  1.678 18.563  83   0 0.080 3217   6 0.062
 61225 1076.08 1637.38 20.891  1.835 19.055  81   0 0.164 3216   8 0.098
 61229  953.67 1639.31 20.380  1.905 18.475  82   0 0.095 3219   4 0.057
 61231 1088.40 1640.57 20.435  1.711 18.724  82   0 0.097 3223   6 0.075
 61242  980.51 1642.55 20.319  1.902 18.417  80   0 0.083 3219   5 0.055
 61243 1015.04 1640.68 20.628  1.632 18.997  84   0 0.164 3221   5 0.111
 61249  993.12 1643.14 99.999  9.999 19.172   0   0 9.999 3217   5 0.131
 61250 1074.05 1645.51 20.400  1.539 18.861  82   0 0.073 3222   5 0.081
 61253  949.60 1646.09 20.591  1.354 19.237  81   1 0.103 3225   3 0.120
 61254 1030.02 1645.85 20.730  1.776 18.955  84   0 0.171 3218   6 0.110
 61263 1084.04 1648.48 99.999  9.999 18.930   0   0 9.999 3217   6 0.087
 61267 1019.55 1649.82 21.190  2.120 19.071  83   0 0.246 3220   6 0.117
 61268 1050.02 1650.25 20.095  1.578 18.516  84   0 0.096 3219   6 0.065
 61278  943.39 1651.32 21.381  2.468 18.913  83   0 0.272 3222   7 0.107
 61279 1088.59 1650.70 99.999  9.999 19.358   0   0 9.999 3210   4 0.156
 61282 1060.54 1653.64 20.529  1.713 18.816  80   0 0.111 3223   2 0.078
 61288  946.82 1654.52 19.658  1.379 18.279  84   1 0.057 3222   8 0.065
 61292 1050.56 1654.70 99.999  9.999 19.114   0   0 9.999 3220   6 0.113
 61293  963.37 1655.96 20.717  1.750 18.967  83   0 0.139 3226   1 0.100
 61294  968.41 1658.09 20.164  1.553 18.611  85   0 0.092 3227   4 0.069
 61295  996.83 1656.78 20.122  1.697 18.424  82   1 0.071 3224   2 0.058
 61296 1055.25 1655.86 99.999  9.999 18.967   0   0 9.999 3222   2 0.096
 61300  938.80 1657.00 99.999  9.999 18.968   0   0 9.999 3212  12 0.144
 61301 1081.42 1658.77 20.239  1.723 18.515  84   0 0.101 3222   4 0.060
 61305  954.44 1659.42 20.345  1.671 18.674  82   0 0.106 3220   7 0.082
 61321  948.76 1664.16 20.836  2.097 18.739  83   0 0.155 3217   7 0.082
 61322 1035.89 1664.84 20.703  1.746 18.957  79   0 0.123 3224   2 0.108
 61323 1079.21 1664.34 20.688  1.790 18.898  82   0 0.164 3223   5 0.090
 61324  962.48 1666.15 20.354  1.492 18.862  82   0 0.116 3214   7 0.092
 61327  988.56 1666.67 20.496  1.781 18.716  83   0 0.104 3220   6 0.078
 61328 1051.96 1666.52 21.100  1.957 19.144  80   0 0.124 3215   6 0.106
 61332 1008.81 1667.27 21.038  1.915 19.123  82   0 0.212 3203   6 0.165
 61335  958.81 1668.26 20.854  2.149 18.704  82   0 0.153 3212   6 0.080
 61340  946.84 1669.35 20.870  1.865 19.005  83   0 0.159 3218   4 0.098
 61341 1046.08 1669.82 20.517  1.785 18.732  81   0 0.114 3221   3 0.076
 61348  982.65 1672.86 20.887  1.960 18.927  80   0 0.194 3219   7 0.111
 61349  992.64 1676.80 20.531  1.997 18.534  83   0 0.143 3222   7 0.082
