# OGLE EWS map.dat file for OGLE-2024-BLG-0321
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
 11970  304.40 2286.53 18.955  0.718 18.236   3   0 0.008   18   1 0.030
 11975  422.05 2296.18 19.027  0.807 18.220   3   0 0.037   19   0 0.055
 11981  455.10 2307.78 19.174  1.085 18.089   3   0 0.016   19   0 0.037
 11984  309.67 2311.38 19.089  0.683 18.407   3   0 0.020   19   0 0.046
 11986  489.63 2318.96 18.659  0.992 17.668   3   0 0.008   19   0 0.025
 11988  427.42 2320.47 19.040  1.249 17.790   3   0 0.105   19   0 0.064
 11989  445.89 2320.50 19.102  0.842 18.260   3   0 0.024   19   0 0.039
 11994  430.34 2333.30 18.341  0.762 17.579   3   0 0.103   19   0 0.098
 11996  292.24 2330.44 19.885  1.258 18.626   3   0 0.014   19   0 0.061
 12007  177.52 2342.98 19.214  0.858 18.355   3   0 0.034   19   0 0.038
 12008  383.08 2344.44 18.698  1.133 17.566   3   0 0.023   18   1 0.018
 12010  390.55 2354.24 18.950  0.735 18.215   3   0 0.007   19   0 0.034
 12014  172.63 2355.55 19.128  0.752 18.375   3   0 0.009   19   0 0.048
 12016  265.46 2359.74 18.819  0.928 17.892   3   0 0.025   19   0 0.048
 12018  335.63 2363.54 18.699  1.043 17.655   3   0 0.014   18   1 0.025
 12019  367.68 2363.35 19.186  0.764 18.422   3   0 0.013   19   0 0.041
 12022  487.67 2370.22 18.646  0.857 17.789   3   0 0.008   18   1 0.026
 12023  498.12 2373.25 99.999  9.999 18.138   0   0 9.999   19   0 0.037
 12025  523.47 2373.19 18.829  0.886 17.943   3   0 0.026   19   0 0.041
 12029  370.61 2377.50 19.598  0.873 18.725   3   0 0.024   19   0 0.062
 12030  473.91 2378.27 19.171  0.803 18.367   3   0 0.009   18   1 0.037
 12031   95.96 2381.69 18.768  0.802 17.966   3   0 0.006   17   0 0.037
 12036  328.74 2389.51 19.585  1.032 18.554   3   0 0.201   19   0 0.077
 12037  397.70 2396.30 18.920  0.886 18.034   3   0 0.037   19   0 0.044
 12040  101.06 2400.80 18.581  0.762 17.819   3   0 0.014   16   1 0.024
 12041  342.94 2399.48 19.166  1.040 18.126   3   0 0.108   19   0 0.116
 12042  377.57 2403.93 18.883  0.887 17.996   3   0 0.006   18   1 0.033
 12045  331.64 2403.42 99.999  9.999 15.808   0   0 9.999   19   0 0.161
 12046  356.25 2407.55 19.746  1.840 17.905   3   0 0.031   19   0 0.058
 12047  341.27 2405.12 99.999  9.999 17.852   0   0 9.999   19   0 0.122
 12049  239.80 2410.98 20.054  1.649 18.405   3   0 0.035   18   1 0.032
 12051  250.04 2415.07 18.862  0.690 18.173   3   0 0.027   18   1 0.038
 12066  192.15 2449.90 18.972  0.771 18.201   3   0 0.001   19   0 0.047
 12074  188.41 2464.29 18.892  0.755 18.138   3   0 0.017   19   0 0.030
 12075  411.30 2465.89 19.038  0.834 18.204   3   0 0.016   19   0 0.027
 12079  107.38 2473.95 19.115  1.433 17.682   3   0 0.027   16   1 0.026
 12080  120.44 2473.41 19.571  1.270 18.301   3   0 0.040   17   0 0.073
 12081  135.68 2473.92 18.556  0.822 17.733   3   0 0.011   16   1 0.025
 12646  290.31 2420.83 99.999  9.999 19.219   0   0 9.999   19   0 0.186
 12651  173.95 2267.89 20.250  1.007 19.243   3   0 0.020   19   0 0.053
 12652  120.13 2281.79 19.478  0.819 18.660   3   0 0.010   17   0 0.080
 12653  317.32 2275.33 99.999  9.999 19.999   0   0 9.999   18   1 0.092
 12656  426.92 2323.16 19.043  0.467 18.577   3   0 0.101   19   0 0.115
 12657  429.49 2329.04 19.437  0.898 18.539   3   0 0.177   19   0 0.125
 12661  369.89 2380.25 19.617  0.930 18.686   3   0 0.039   19   0 0.057
 12663  240.35 2415.00 19.639  0.636 19.003   3   0 0.014   19   0 0.055
 12664  191.04 2455.03 19.924  0.810 19.115   3   0 0.015   18   1 0.052
 12665  406.01 2470.22 20.003  0.912 19.091   3   0 0.009   18   1 0.069
 12759  380.74 2248.16 99.999  9.999 17.841   0   0 9.999   19   0 0.066
 12763  175.18 2250.92 20.069  0.897 19.172   3   0 0.060   18   1 0.063
 12764  401.54 2251.46 19.552  1.033 18.519   3   0 0.014   19   0 0.057
 12765  519.04 2250.70 19.647  0.691 18.956   3   0 0.011   18   1 0.071
 12766  343.46 2253.01 19.465  0.934 18.531   3   0 0.035   18   1 0.042
 12771  220.19 2254.85 20.765  1.743 19.021   3   0 0.138   19   0 0.065
 12773  527.13 2259.19 19.608  0.856 18.752   3   0 0.014   19   0 0.071
 12774  405.67 2258.14 19.376  0.115 19.261   3   0 0.037   19   0 0.089
 12776  381.38 2259.93 19.752  0.799 18.953   3   0 0.045   18   1 0.057
 12777  505.87 2258.95 20.939  1.699 19.240   3   0 0.064   19   0 0.095
 12780  252.41 2263.47 20.379  1.764 18.615   3   0 0.066   19   0 0.233
 12784  415.36 2266.48 20.252  1.287 18.965   3   0 0.039   18   1 0.060
 12787  268.49 2262.80 99.999  9.999 17.481   0   0 9.999   19   0 0.063
 12789  240.45 2267.96 19.545  0.693 18.852   3   0 0.045   19   0 0.056
 12791  253.66 2269.23 99.999  9.999 19.383   0   0 9.999   18   0 0.179
 12798  362.46 2272.95 19.706  0.838 18.868   3   0 0.028   18   1 0.050
 12799  434.03 2273.35 21.204  2.082 19.122   3   0 0.365   19   0 0.142
 12800   99.09 2276.70 21.044  1.896 19.148   3   0 0.108   16   0 0.113
 12801  247.67 2276.83 20.783  1.640 19.143   3   0 0.117   19   0 0.109
 12806  381.44 2282.94 19.221  0.715 18.505   3   0 0.011   19   0 0.048
 12808  103.09 2286.04 19.303  0.889 18.414   3   0 0.007   16   1 0.043
 12809  246.95 2286.05 19.504  0.747 18.758   3   0 0.024   19   0 0.051
 12810  364.66 2286.25 19.567  0.747 18.820   3   0 0.025   18   1 0.046
 12814  171.91 2289.05 19.448  0.746 18.701   3   0 0.032   19   0 0.049
 12816  322.62 2294.35 19.602  0.856 18.745   3   0 0.025   17   2 0.037
 12819  323.07 2288.94 20.003  0.826 19.177   3   0 0.041   19   0 0.088
 12823  200.56 2292.72 19.631  0.675 18.956   3   0 0.027   18   1 0.041
 12825  369.19 2293.18 20.062  0.882 19.180   3   0 0.019   18   1 0.048
 12826  528.61 2294.07 19.849  0.827 19.022   3   0 0.002   18   1 0.047
 12829  121.57 2294.53 19.973  0.819 19.154   3   0 0.016   16   0 0.059
 12830  475.29 2293.67 21.141  2.137 19.004   3   0 0.155   19   0 0.058
 12831  208.26 2296.79 19.785  0.652 19.133   3   0 0.005   18   0 0.086
 12832  325.52 2300.35 20.015  0.846 19.169   3   0 0.093   19   0 0.083
 12836  526.15 2298.41 20.758  1.944 18.814   3   0 0.117   19   0 0.064
 12839  463.92 2303.67 19.653  0.774 18.879   3   0 0.024   19   0 0.045
 12841  340.35 2305.19 21.033  2.069 18.964   3   0 0.129   18   1 0.042
 12852  338.70 2315.92 19.345  0.906 18.439   3   0 0.019   19   0 0.064
 12856  105.50 2316.70 20.125  0.886 19.239   3   0 0.034   17   0 0.074
 12862  307.46 2324.32 19.942  1.348 18.594   3   0 0.020   19   0 0.048
 12864  317.54 2321.72 19.860  1.262 18.598   3   0 0.005   19   0 0.047
 12865  300.33 2320.96 99.999  9.999 18.468   0   0 9.999   19   0 0.075
 12867  406.52 2322.03 20.225  0.914 19.312   3   0 0.057   19   0 0.090
 12870  503.49 2326.38 19.445  0.778 18.667   3   0 0.003   19   0 0.045
 12874  395.09 2328.61 19.811  0.843 18.969   3   0 0.008   19   0 0.069
 12875  461.90 2328.32 19.870  0.700 19.170   3   0 0.004   19   0 0.083
 12876  152.88 2330.05 19.449  0.758 18.691   3   0 0.018   17   0 0.059
 12877  162.98 2330.17 20.045  1.181 18.863   3   0 0.048   17   0 0.041
 12881  101.20 2331.63 19.825  0.830 18.995   3   0 0.007   15   2 0.045
 12882  201.36 2331.98 19.995  0.733 19.261   3   0 0.014   19   0 0.060
 12883  191.55 2333.43 20.147  0.542 19.605   3   0 0.056   19   0 0.146
 12884  214.81 2332.61 20.127  0.831 19.296   3   0 0.029   18   0 0.089
 12886  116.99 2335.62 20.094  0.802 19.292   3   0 0.010   16   1 0.043
 12887  409.14 2336.51 19.523  0.785 18.738   3   0 0.032   19   0 0.058
 12888  459.39 2333.98 19.794  0.760 19.035   3   0 0.026   19   0 0.059
 12895  538.01 2343.13 20.920  1.609 19.311   3   0 0.190   18   0 0.077
 12897  146.96 2345.72 19.387  0.882 18.505   3   0 0.022   17   0 0.037
 12901  502.88 2347.36 20.374  1.569 18.805   3   0 0.017   18   1 0.069
 12903  168.58 2349.36 19.887  1.158 18.729   3   0 0.044   17   0 0.052
 12907  375.47 2353.13 20.064  0.946 19.118   3   0 0.035   18   1 0.067
 12909  134.33 2355.60 20.031  1.349 18.682   3   0 0.036   15   1 0.035
 12912  350.11 2355.61 19.987  0.614 19.373   3   0 0.022   19   0 0.053
 12916  487.93 2358.58 20.414  1.006 19.408   3   0 0.047   17   1 0.077
 12917  196.33 2360.17 19.802  0.663 19.139   3   0 0.035   18   1 0.062
 12918  319.63 2359.81 20.038  0.663 19.375   3   0 0.020   19   0 0.080
 12920  109.80 2363.62 20.182  0.821 19.361   3   0 0.025   17   0 0.073
 12921  149.37 2365.07 19.661  0.871 18.790   3   0 0.044   17   0 0.061
 12922  445.12 2364.46 19.508  0.592 18.916   3   0 0.027   19   0 0.148
 12923  135.26 2368.80 20.855  1.309 19.546   3   0 0.082   17   0 0.118
 12924  189.56 2368.88 19.444  0.727 18.717   3   0 0.035   19   0 0.068
 12925  404.43 2367.97 19.730  0.797 18.933   3   0 0.028   19   0 0.086
 12926  107.90 2370.73 20.242  1.333 18.909   3   0 0.062   17   0 0.076
 12927  170.22 2372.93 19.242  0.858 18.385   3   0 0.023   15   2 0.030
 12929  450.25 2373.36 19.791  0.642 19.148   3   0 0.029   18   1 0.051
 12930  457.48 2372.78 19.952  0.838 19.114   3   0 0.059   19   0 0.099
 12931  533.55 2373.63 19.724  0.772 18.952   3   0 0.043   19   0 0.069
 12932  298.24 2375.14 19.316  0.766 18.550   3   0 0.012   19   0 0.038
 12935  355.40 2376.26 19.612  0.703 18.910   3   0 0.052   19   0 0.071
 12939  217.08 2375.54 20.098  0.775 19.324   3   0 0.018   19   0 0.077
 12942  263.03 2380.22 19.553  1.012 18.541   3   0 0.037   19   0 0.075
 12943  312.34 2379.34 19.498  0.773 18.725   3   0 0.038   19   0 0.052
 12944  497.79 2380.00 21.263  2.728 18.535   3   0 0.079   19   0 0.054
 12949  300.62 2382.44 19.583  0.794 18.789   3   0 0.021   19   0 0.059
 12950  526.04 2381.34 20.680  1.415 19.265   3   0 0.108   19   0 0.068
 12953  272.77 2385.24 20.146  0.950 19.196   3   0 0.029   19   0 0.075
 12956  112.88 2390.16 19.829  0.727 19.103   3   0 0.018   17   0 0.085
 12957  433.08 2390.47 19.573  0.800 18.772   3   0 0.139   19   0 0.123
 12958  236.80 2392.41 19.635  0.879 18.756   3   0 0.039   19   0 0.088
 12959  336.49 2394.61 99.999  9.999 17.456   0   0 9.999   18   1 0.093
 12962  326.13 2397.16 99.999  9.999 18.548   0   0 9.999   18   0 0.187
 12964  519.20 2394.37 20.161  0.765 19.396   3   0 0.020   19   0 0.051
 12968   94.75 2397.28 20.015  0.884 19.131   3   0 0.039   17   0 0.062
 12969  348.98 2400.98 20.527  1.150 19.376   3   0 0.109   19   0 0.242
 12972  210.36 2400.56 19.934  0.801 19.133   3   0 0.035   19   0 0.092
 12974  428.30 2404.08 19.791  1.058 18.734   3   0 0.212   19   0 0.130
 12979  450.07 2406.12 20.337  1.094 19.242   3   0 0.014   18   1 0.061
 12981  423.84 2406.96 19.942  0.835 19.107   3   0 0.091   19   0 0.120
 12987  192.93 2410.44 20.160  0.806 19.354   3   0 0.060   18   0 0.064
 12988  185.50 2411.86 19.949  0.749 19.200   3   0 0.020   19   0 0.057
 12991  172.19 2414.23 20.121  0.719 19.402   3   0 0.017   16   2 0.050
 12993  428.73 2415.97 19.281  0.755 18.526   3   0 0.130   19   0 0.092
 12994  510.55 2417.14 20.048  1.388 18.660   3   0 0.022   17   2 0.027
 12996  375.87 2420.51 20.656  1.947 18.709   3   0 0.058   19   0 0.052
 12999  502.99 2421.27 20.001  0.855 19.146   3   0 0.017   19   0 0.062
 13001  399.79 2422.67 19.544  0.827 18.717   3   0 0.029   19   0 0.071
 13003  117.81 2422.88 20.239  0.801 19.438   3   0 0.075   16   1 0.077
 13005  257.37 2423.84 19.363  0.566 18.797   3   0 0.054   19   0 0.074
 13010  388.44 2428.15 19.729  0.875 18.854   3   0 0.045   19   0 0.078
 13015  273.63 2429.28 20.756  1.529 19.226   3   0 0.251   18   0 0.126
 13016  370.84 2430.09 19.718  0.832 18.886   3   0 0.016   19   0 0.075
 13017  435.09 2429.28 19.867  0.789 19.078   3   0 0.092   19   0 0.119
 13019  320.80 2433.12 19.584  0.912 18.672   3   0 0.040   19   0 0.054
 13020  233.39 2433.40 19.434  0.688 18.746   3   0 0.012   19   0 0.043
 13021  284.60 2431.83 99.999  9.999 18.861   0   0 9.999   18   0 0.274
 13022  407.76 2433.50 19.644  0.719 18.926   3   0 0.046   19   0 0.054
 13024  171.03 2433.52 20.815  1.504 19.310   3   0 0.119   17   0 0.092
 13031  308.02 2437.15 19.937  0.640 19.297   3   0 0.054   18   0 0.094
 13036  440.58 2445.01 21.455  2.007 19.449   3   0 0.474   18   1 0.113
 13037  202.24 2448.23 21.079  1.785 19.294   3   0 0.102   18   1 0.062
 13041  331.04 2451.62 19.809  1.146 18.662   3   0 0.014   19   0 0.071
 13042  371.61 2450.77 19.854  0.741 19.114   3   0 0.026   19   0 0.067
 13045  509.43 2452.81 20.040  0.540 19.501   3   0 0.041   19   0 0.101
 13047  144.33 2460.27 19.792  0.660 19.132   3   0 0.024   17   0 0.257
 13048  144.04 2456.15 19.587  0.656 18.930   3   0 0.029   17   0 0.250
 13049  355.49 2457.75 19.994  0.948 19.046   3   0 0.011   19   0 0.064
 13050  474.21 2457.70 19.602  0.764 18.837   3   0 0.038   19   0 0.048
 13056  121.27 2461.93 20.084  1.004 19.081   3   0 0.093   16   0 0.061
 13057  210.94 2461.41 19.957  0.937 19.020   3   0 0.009   19   0 0.072
 13060  144.19 2462.75 19.783  0.782 19.000   3   0 0.024   16   0 0.247
 13063  168.34 2467.82 19.366  0.735 18.631   3   0 0.019   16   1 0.033
 13064  311.67 2467.82 19.754  1.136 18.619   3   0 0.023   19   0 0.036
 13067  363.29 2469.05 20.712  1.803 18.909   3   0 0.075   18   1 0.059
 13074  302.34 2473.81 20.154  0.842 19.312   3   0 0.048   19   0 0.078
 14253  248.13 2409.19 19.699  0.445 19.254   3   0 0.052   18   1 0.063
 14279  419.96 2265.16 20.707  1.041 19.666   3   0 0.092   18   0 0.123
 14281   98.98 2282.07 99.999  9.999 20.914   0   0 9.999   15   0 0.425
 14286  309.35 2319.63 19.965  0.835 19.130   3   0 0.051   19   0 0.090
 14290  319.59 2383.66 20.833  1.022 19.811   3   0 0.203   19   0 0.183
 14292  240.79 2393.26 20.778  0.698 20.080   3   0 0.084   17   0 0.135
 14295  257.90 2428.70 19.658  0.726 18.932   3   0 0.048   19   0 0.073
 14415  255.52 2248.12 99.999  9.999 19.399   0   0 9.999   19   0 0.144
 14416  252.74 2253.95 99.999  9.999 19.598   0   0 9.999   19   0 0.187
 14417  260.98 2253.52 99.999  9.999 18.360   0   0 9.999   19   0 0.159
 14422  346.45 2249.31 21.175  0.830 20.345   3   0 0.091   19   0 0.129
 14431  306.25 2255.54 20.588  0.849 19.740   3   0 0.034   19   0 0.106
 14432  309.44 2250.14 20.942  1.045 19.896   3   0 0.043   19   0 0.127
 14433  118.69 2253.23 20.721  1.122 19.599   3   0 0.012   17   0 0.095
 14434  204.52 2252.83 20.997  1.319 19.678   3   0 0.098   17   1 0.150
 14435  391.08 2256.25 20.727  0.877 19.850   3   0 0.058   17   1 0.118
 14436  441.51 2253.18 20.506  0.914 19.592   3   0 0.073   19   0 0.118
 14437  483.72 2252.81 21.784  2.226 19.558   3   0 0.120   18   0 0.074
 14442  362.36 2252.34 21.145  1.189 19.956   3   0 0.125   18   0 0.181
 14443  394.18 2250.77 21.792  1.353 20.439   3   0 0.086   19   0 0.258
 14445  471.61 2255.02 99.999  9.999 19.913   0   0 9.999   19   0 0.131
 14454  224.67 2259.74 20.547  0.990 19.557   3   0 0.029   18   0 0.094
 14455  442.40 2259.04 21.288  1.332 19.956   3   0 0.205   18   1 0.152
 14456  475.84 2260.42 20.217  0.592 19.625   3   0 0.033   19   0 0.091
 14460  129.16 2261.47 99.999  9.999 20.875   0   0 9.999   15   0 0.198
 14464  377.57 2263.02 21.573  1.115 20.458   3   0 0.082   18   0 0.200
 14467  158.74 2265.47 21.039  1.030 20.009   3   0 0.072   16   0 0.122
 14468  246.92 2263.95 99.999  9.999 20.233   0   0 9.999   17   0 0.233
 14470  226.29 2266.48 20.885  0.954 19.931   3   0 0.078   19   0 0.102
 14471  274.47 2267.28 99.999  9.999 19.571   0   0 9.999   18   0 0.288
 14472  365.43 2266.28 20.779  1.083 19.696   3   0 0.027   18   0 0.107
 14473  388.17 2263.53 99.999  9.999 20.617   0   0 9.999   19   0 0.198
 14474  457.86 2269.13 20.633  0.723 19.911   3   0 0.094   19   0 0.156
 14481  412.62 2276.18 20.300  0.616 19.683   3   0 0.066   19   0 0.113
 14486  219.91 2277.65 21.155  0.848 20.308   3   0 0.118   19   0 0.203
 14487  153.09 2280.40 20.579  0.907 19.671   3   0 0.060   16   0 0.096
 14488  175.24 2279.36 99.999  9.999 19.930   0   0 9.999   19   0 0.111
 14489  352.91 2280.62 20.968  1.089 19.879   3   0 0.013   18   0 0.108
 14490  502.10 2280.76 20.969  1.414 19.555   3   0 0.053   19   0 0.086
 14491  360.69 2280.45 20.186  0.679 19.507   3   0 0.033   19   0 0.136
 14495  465.07 2281.69 99.999  9.999 20.216   0   0 9.999   18   0 0.179
 14504   93.77 2284.68 21.159  1.088 20.071   3   0 0.014   15   2 0.073
 14505  183.56 2286.28 20.393  0.791 19.602   3   0 0.039   19   0 0.094
 14506  375.88 2287.05 20.594  0.885 19.709   3   0 0.038   19   0 0.091
 14507  125.94 2287.97 20.587  0.838 19.749   3   0 0.025   16   1 0.092
 14508  197.34 2288.11 20.938  0.950 19.988   3   0 0.054   18   1 0.094
 14509  282.83 2286.95 20.892  0.824 20.069   3   0 0.110   17   1 0.079
 14510  118.77 2288.60 20.811  0.783 20.028   3   0 0.040   17   0 0.152
 14511  457.87 2289.72 99.999  9.999 20.567   0   0 9.999   18   0 0.255
 14516  402.39 2294.01 21.112  0.789 20.323   3   0 0.126   18   1 0.146
 14520  432.49 2295.28 21.238  1.222 20.016   3   0 0.574   19   0 0.295
 14525  123.67 2296.63 21.253  1.221 20.032   3   0 0.113   17   0 0.128
 14526  456.20 2299.93 99.999  9.999 20.341   0   0 9.999   19   0 0.209
 14527  516.08 2299.04 21.000  0.846 20.154   3   0 0.187   16   1 0.110
 14531  192.79 2302.99 20.158  0.694 19.464   3   0 0.024   18   1 0.076
 14534  205.54 2304.06 20.726  0.836 19.889   3   0 0.128   18   0 0.102
 14536  182.57 2305.30 20.751  0.992 19.760   3   0 0.068   19   0 0.125
 14538  282.75 2305.75 21.542  0.960 20.582   3   0 0.180   19   0 0.258
 14539  300.27 2308.00 20.985  1.075 19.911   3   0 0.034   19   0 0.158
 14543  482.70 2308.12 20.713  0.901 19.812   3   0 0.010   19   0 0.133
 14547  440.09 2308.78 20.206  0.813 19.393   3   0 0.136   19   0 0.098
 14548  136.62 2311.26 20.593  0.742 19.850   3   0 0.018   17   0 0.112
 14549  185.87 2311.19 21.442  1.724 19.719   3   0 0.158   18   1 0.097
 14551  122.78 2310.89 20.418  0.813 19.605   3   0 0.014   16   1 0.065
 14553  111.64 2313.25 21.019  1.198 19.820   3   0 0.049   16   0 0.082
 14554  377.36 2314.10 99.999  9.999 19.688   0   0 9.999   19   0 0.074
 14555  535.64 2312.20 21.379  0.971 20.409   3   0 0.060   19   0 0.216
 14558  177.45 2313.41 20.796  0.720 20.076   3   0 0.050   19   0 0.143
 14559  313.60 2312.15 21.495  1.299 20.196   3   0 0.019   19   0 0.149
 14560  336.36 2311.91 99.999  9.999 20.294   0   0 9.999   19   0 0.201
 14564  540.43 2316.80 21.311  0.957 20.355   3   0 0.167   17   2 0.129
 14571  216.30 2321.12 20.537  0.643 19.894   3   0 0.018   18   1 0.077
 14572  354.22 2320.64 99.999  9.999 19.774   0   0 9.999   17   1 0.105
 14574  465.88 2319.91 21.207  1.001 20.206   3   0 0.171   19   0 0.178
 14575  522.66 2321.67 21.493  1.629 19.864   3   0 0.067   17   1 0.076
 14577   87.87 2321.00 21.135  1.600 19.534   3   0 0.142   15   1 0.145
 14578  439.55 2323.76 20.636  0.882 19.754   3   0 0.098   18   0 0.122
 14580  121.71 2324.27 21.763  1.254 20.509   3   0 0.114   17   0 0.214
 14581  402.30 2326.38 20.028  0.739 19.289   3   0 0.005   18   0 0.085
 14582  534.24 2326.00 21.057  0.861 20.196   3   0 0.081   19   0 0.122
 14583  181.99 2327.95 99.999  9.999 19.812   0   0 9.999   19   0 0.217
 14584  351.09 2326.77 20.752  0.874 19.878   3   0 0.088   19   0 0.123
 14586  191.94 2328.10 21.322  0.984 20.338   3   0 0.192   18   0 0.156
 14589  111.62 2328.31 20.830  0.648 20.182   3   0 0.087   17   0 0.141
 14592  281.17 2330.53 21.271  0.919 20.352   3   0 0.092   19   0 0.191
 14595  379.76 2334.52 20.913  0.912 20.001   3   0 0.133   16   2 0.107
 14596  491.02 2334.74 20.573  0.992 19.580   3   0 0.010   18   0 0.087
 14601  200.97 2338.64 20.690  0.852 19.838   3   0 0.029   18   0 0.113
 14605  206.57 2334.07 21.455  1.245 20.210   3   0 0.165   18   0 0.150
 14608  108.06 2336.17 21.259  1.102 20.156   3   0 0.079   16   0 0.120
 14609  306.78 2336.76 20.849  0.732 20.117   3   0 0.032   19   0 0.139
 14610  399.21 2338.37 20.531  0.873 19.658   3   0 0.065   19   0 0.094
 14611  122.00 2338.74 20.396  0.708 19.689   3   0 0.016   17   0 0.104
 14612  171.35 2337.18 99.999  9.999 20.752   0   0 9.999   19   0 0.336
 14613  274.35 2339.73 21.964  1.865 20.099   3   0 0.300   18   1 0.109
 14614  285.19 2338.55 21.213  1.187 20.026   3   0 0.098   19   0 0.155
 14617   99.01 2340.13 20.750  0.819 19.932   3   0 0.063   16   0 0.185
 14618  250.15 2340.57 20.614  0.608 20.006   3   0 0.050   18   0 0.122
 14620  293.12 2342.77 20.364  0.722 19.642   3   0 0.044   19   0 0.087
 14621  472.91 2340.30 21.876  1.386 20.490   3   0 0.165   18   0 0.144
 14622  208.82 2343.24 99.999  9.999 19.771   0   0 9.999   19   0 0.059
 14623  356.34 2344.89 20.594  1.134 19.460   3   0 0.076   19   0 0.101
 14624  451.82 2342.91 99.999  9.999 20.376   0   0 9.999   18   0 0.158
 14625  545.02 2342.26 21.590  1.331 20.259   3   0 0.123   19   0 0.177
 14626  334.76 2343.04 21.287  0.967 20.320   3   0 0.049   19   0 0.135
 14627  377.85 2345.63 20.255  0.586 19.669   3   0 0.041   19   0 0.168
 14628  395.24 2345.55 20.349  0.852 19.496   3   0 0.066   19   0 0.123
 14632  159.12 2350.63 99.999  9.999 19.995   0   0 9.999   15   1 0.089
 14633  443.03 2346.06 21.145  0.683 20.462   3   0 0.060   18   0 0.237
 14635  467.29 2349.76 20.170  0.680 19.490   3   0 0.022   18   1 0.079
 14638  190.26 2348.30 21.480  0.952 20.528   3   0 0.021   19   0 0.200
 14639  248.35 2349.60 21.026  0.632 20.394   3   0 0.092   18   0 0.196
 14640  346.31 2348.45 20.802  0.812 19.990   3   0 0.086   19   0 0.151
 14641  521.91 2349.84 21.552  1.064 20.489   3   0 0.090   16   1 0.152
 14643  262.81 2350.91 21.119  1.029 20.090   3   0 0.200   17   0 0.293
 14645  409.47 2354.94 21.076  0.981 20.095   3   0 0.135   19   0 0.151
 14647  282.46 2354.46 20.871  0.932 19.939   3   0 0.029   18   0 0.127
 14648  501.79 2354.51 20.690  0.833 19.856   3   0 0.034   16   1 0.099
 14652  379.07 2355.65 21.011  1.085 19.925   3   0 0.072   19   0 0.142
 14655  153.27 2358.15 20.732  0.858 19.874   3   0 0.014   17   0 0.132
 14657  241.85 2358.95 21.070  1.247 19.823   3   0 0.169   18   0 0.113
 14658  159.75 2360.84 20.972  1.361 19.611   3   0 0.096   16   0 0.114
 14659  428.75 2358.96 21.384  1.008 20.376   3   0 0.804   19   0 0.430
 14660  104.27 2361.50 21.742  0.826 20.916   3   0 0.279   17   0 0.330
 14661  437.80 2361.57 99.999  9.999 20.131   0   0 9.999   19   0 0.229
 14663  227.10 2362.10 20.914  0.809 20.105   3   0 0.121   18   0 0.189
 14665  219.06 2366.08 20.876  0.684 20.192   3   0 0.094   18   1 0.102
 14667  203.34 2366.39 20.632  0.816 19.816   3   0 0.045   19   0 0.110
 14668  311.51 2366.78 99.999  9.999 19.863   0   0 9.999   19   0 0.130
 14672  324.63 2371.58 20.532  1.134 19.399   3   0 0.016   18   0 0.124
 14674   87.83 2372.14 21.579  1.753 19.826   3   0 0.114   14   0 0.213
 14676  375.54 2371.99 21.431  1.111 20.320   3   0 0.038   19   0 0.212
 14679  122.08 2375.29 99.999  9.999 20.666   0   0 9.999   16   0 0.258
 14681  148.44 2376.09 99.999  9.999 20.252   0   0 9.999   17   0 0.328
 14682  490.78 2376.17 20.857  1.063 19.794   3   0 0.091   18   0 0.101
 14684  135.20 2376.87 99.999  9.999 19.751   0   0 9.999   17   0 0.221
 14685  140.86 2376.55 99.999  9.999 19.793   0   0 9.999   16   0 0.214
 14686  466.94 2378.59 20.876  0.309 20.567   3   0 0.103   19   0 0.238
 14691  162.37 2379.08 99.999  9.999 19.510   0   0 9.999   17   0 0.103
 14692  307.42 2379.77 21.000  0.876 20.125   3   0 0.081   19   0 0.195
 14693  337.21 2381.52 20.456  0.977 19.479   3   0 0.094   19   0 0.163
 14694  324.97 2380.95 20.670  1.223 19.447   3   0 0.034   19   0 0.121
 14695  252.10 2380.61 21.335  1.285 20.050   3   0 0.132   17   1 0.116
 14696  111.11 2384.34 20.523  0.927 19.596   3   0 0.051   16   0 0.119
 14697  118.72 2382.06 99.999  9.999 20.184   0   0 9.999   17   0 0.310
 14698  330.38 2385.25 20.818  1.217 19.601   3   0 0.166   19   0 0.168
 14699  341.96 2390.14 99.999  9.999 19.308   0   0 9.999   19   0 0.195
 14704  473.59 2386.89 20.749  0.953 19.796   3   0 0.102   18   0 0.138
 14705  523.57 2387.13 20.845  0.771 20.073   3   0 0.067   19   0 0.154
 14707   87.05 2385.91 21.100  9.999 99.999   3   0 0.050    0   0 9.999
 14709  334.96 2388.54 99.999  9.999 19.270   0   0 9.999   19   0 0.152
 14711  118.69 2390.80 99.999  9.999 19.719   0   0 9.999   17   0 0.210
 14715  326.62 2393.41 99.999  9.999 19.194   0   0 9.999   18   0 0.198
 14716  426.91 2391.76 20.525  0.826 19.699   3   0 0.311   19   0 0.229
 14717  344.37 2394.93 99.999  9.999 19.297   0   0 9.999   19   0 0.173
 14719   87.75 2393.59 20.786  1.003 19.783   3   0 0.005   15   0 0.238
 14720  106.09 2394.30 21.631  2.076 19.555   3   0 0.187   15   2 0.062
 14722  112.84 2392.60 19.885  0.025 19.859   3   0 0.018   17   0 0.183
