# OGLE EWS map.dat file for OGLE-2024-BLG-0223
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
161322 1616.65 4285.82 99.999  9.999 19.876   0   0 9.999 1755   4 0.242
161323 1646.37 4285.15 99.999  9.999 19.999   0   0 9.999 1791   1 0.242
161325 1588.78 4286.36 99.999  9.999 19.723   0   0 9.999 1777   1 0.188
161337 1556.78 4289.66 99.999  9.999 19.952   0   0 9.999 1701   2 0.205
161340 1581.58 4292.74 99.999  9.999 20.313   0   0 9.999 1575   0 0.352
161344 1633.28 4290.60 99.999  9.999 20.165   0   0 9.999 1668   1 0.292
161349 1591.13 4292.25 99.999  9.999 19.966   0   0 9.999 1674   0 0.241
161358 1619.80 4292.96 99.999  9.999 19.883   0   0 9.999 1589   0 0.273
161361 1568.75 4291.90 99.999  9.999 20.637   0   0 9.999 1603   0 0.367
161363 1544.67 4295.10 99.999  9.999 19.841   0   0 9.999 1579   1 0.198
161367 1623.07 4295.60 99.999  9.999 20.184   0   0 9.999 1540   0 0.327
161375 1557.47 4300.13 99.999  9.999 19.817   0   0 9.999 1425   1 0.197
161378 1606.84 4302.32 99.999  9.999 19.677   0   0 9.999 1360   0 0.220
161384 1593.76 4305.74 99.999  9.999 19.076   0   0 9.999 1254   1 0.218
161385 1626.78 4303.01 99.999  9.999 19.661   0   0 9.999 1321   0 0.191
161389 1611.50 4303.64 99.999  9.999 19.536   0   0 9.999 1325   2 0.202
161394 1546.37 4303.82 99.999  9.999 20.628   0   0 9.999 1191   0 0.382
161397 1582.32 4307.19 99.999  9.999 20.305   0   0 9.999 1096   0 0.464
161403 1615.74 4307.85 99.999  9.999 19.683   0   0 9.999 1184   3 0.222
161409 1604.14 4310.13 99.999  9.999 19.197   0   0 9.999 1130   1 0.178
161410 1609.70 4310.77 99.999  9.999 19.491   0   0 9.999 1100   1 0.204
161411 1645.75 4308.64 99.999  9.999 19.964   0   0 9.999 1140   0 0.268
161414 1547.31 4310.32 99.999  9.999 20.304   0   0 9.999 1058   0 0.375
161421 1640.91 4310.02 99.999  9.999 20.260   0   0 9.999 1100   0 0.337
161424 1614.36 4312.33 21.349  1.954 19.395  36   0 0.319 1079   0 0.172
161430 1545.70 4314.70 99.999  9.999 20.165   0   0 9.999  975   0 0.306
161431 1589.66 4317.01 99.999  9.999 18.979   0   0 9.999  881   0 0.607
161432 1632.80 4315.53 99.999  9.999 19.852   0   0 9.999  979   2 0.275
161436 1573.63 4316.09 99.999  9.999 19.423   0   0 9.999  945   0 0.291
161437 1618.60 4315.37 99.999  9.999 19.225   0   0 9.999  993   2 0.167
161447 1580.85 4319.30 20.838  0.468 20.370  24   0 0.375  309   0 0.979
161455 1551.41 4320.21 99.999  9.999 19.793   0   0 9.999  816   0 0.622
161459 1568.35 4320.33 99.999  9.999 19.507   0   0 9.999  840   0 0.533
161468 1581.80 4324.09 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161472 1565.77 4325.18 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161482 1622.05 4326.29 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161483 1634.76 4327.29 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161485 1557.49 4327.94 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161491 1550.01 4329.63 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161493 1583.62 4331.08 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161494 1610.38 4330.60 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161497 1573.89 4332.54 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161498 1598.52 4331.04 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161502 1617.05 4332.96 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161503 1643.95 4332.62 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161504 1590.00 4330.97 99.999  9.999 99.999   0   0 9.999    0   0 9.999
161512 1646.79 4247.79 99.999  9.999 19.715   0   0 9.999 2310   1 0.191
161513 1550.74 4286.67 99.999  9.999 19.383   0   0 9.999 1763   0 0.135
161519 1647.58 4223.73 99.999  9.999 19.707   0   0 9.999 2533   1 0.225
161525 1627.55 4289.11 99.999  9.999 20.672   0   0 9.999 1559   0 0.430
161563 1565.16 3958.15 99.999  9.999 20.649   0   0 9.999 2753   0 0.387
161564 1588.15 3962.49 99.999  9.999 20.709   0   0 9.999 2695   0 0.399
161569 1628.08 3964.56 99.999  9.999 20.670   0   0 9.999 2791   0 0.373
161572 1561.06 3967.80 99.999  9.999 19.957   0   0 9.999 2866   2 0.210
161573 1609.96 3967.13 99.999  9.999 20.424   0   0 9.999 2822   0 0.322
161577 1553.01 3969.63 99.999  9.999 20.320   0   0 9.999 2850   0 0.288
161578 1603.40 3969.90 99.999  9.999 20.120   0   0 9.999 2822   2 0.313
161585 1541.49 3975.93 99.999  9.999 20.220   0   0 9.999 2875   0 0.263
161586 1566.60 3977.58 99.999  9.999 20.053   0   0 9.999 2860   0 0.242
161587 1603.49 3976.56 99.999  9.999 20.240   0   0 9.999 2783   0 0.337
161588 1607.83 3977.18 99.999  9.999 20.395   0   0 9.999 2770   0 0.315
161600 1626.85 3985.49 99.999  9.999 20.971   0   0 9.999 2684   0 0.453
161604 1545.23 3987.31 99.999  9.999 20.986   0   0 9.999 2600   0 0.457
161609 1551.75 3990.91 99.999  9.999 20.335   0   0 9.999 2845   0 0.286
161610 1600.71 3990.51 99.999  9.999 20.286   0   0 9.999 2850   3 0.295
161612 1609.66 3992.73 99.999  9.999 20.374   0   0 9.999 2826   2 0.312
161617 1596.07 3995.06 99.999  9.999 20.820   0   0 9.999 2701   0 0.440
161626 1630.92 4006.01 99.999  9.999 20.518   0   0 9.999 2833   0 0.337
161628 1550.01 4008.48 99.999  9.999 20.602   0   0 9.999 2804   0 0.362
161629 1600.91 4006.64 99.999  9.999 20.783   0   0 9.999 2618   0 0.456
161631 1560.35 4008.00 99.999  9.999 20.570   0   0 9.999 2712   0 0.352
161632 1584.07 4009.10 99.999  9.999 20.288   0   0 9.999 2858   0 0.298
161638 1559.49 4014.55 99.999  9.999 20.824   0   0 9.999 2499   0 0.454
161639 1599.82 4013.90 99.999  9.999 20.860   0   0 9.999 2727   0 0.421
161640 1613.49 4014.84 99.999  9.999 20.499   0   0 9.999 2812   1 0.316
161642 1646.70 4019.27 99.999  9.999 20.669   0   0 9.999 2763   0 0.356
161647 1550.79 4019.70 99.999  9.999 20.565   0   0 9.999 2793   0 0.345
161651 1551.59 4026.53 99.999  9.999 20.921   0   0 9.999 2660   0 0.433
161657 1566.36 4027.87 99.999  9.999 20.088   0   0 9.999 2803   0 0.305
161659 1543.49 4031.94 99.999  9.999 20.240   0   0 9.999 2867   1 0.272
161661 1550.68 4031.74 99.999  9.999 20.888   0   0 9.999 2704   0 0.430
161662 1582.90 4033.36 99.999  9.999 20.511   0   0 9.999 2831   0 0.338
161668 1582.36 4038.63 99.999  9.999 20.477   0   0 9.999 2829   0 0.323
161680 1545.11 4052.91 99.999  9.999 20.923   0   0 9.999 2663   0 0.448
161682 1588.80 4056.37 99.999  9.999 20.618   0   0 9.999 2569   0 0.389
161688 1618.81 4058.61 99.999  9.999 20.948   0   0 9.999 2647   0 0.469
161690 1611.86 4060.80 99.999  9.999 20.725   0   0 9.999 2693   0 0.391
161691 1629.74 4062.38 99.999  9.999 20.163   0   0 9.999 2855   1 0.314
161696 1567.65 4065.48 99.999  9.999 20.925   0   0 9.999 2727   0 0.438
161698 1648.48 4069.83 99.999  9.999 20.510   0   0 9.999 2806   0 0.326
161705 1622.94 4073.03 99.999  9.999 20.580   0   0 9.999 2767   0 0.363
161706 1602.15 4073.65 99.999  9.999 20.497   0   0 9.999 2822   0 0.348
161710 1599.49 4077.47 99.999  9.999 20.377   0   0 9.999 2830   2 0.303
161711 1567.00 4078.51 99.999  9.999 20.584   0   0 9.999 2822   0 0.332
161713 1581.84 4080.87 99.999  9.999 20.688   0   0 9.999 2759   0 0.370
161714 1594.67 4079.31 99.999  9.999 20.603   0   0 9.999 2792   1 0.356
161719 1560.09 4082.82 99.999  9.999 20.648   0   0 9.999 2802   0 0.373
161722 1577.10 4089.07 99.999  9.999 20.590   0   0 9.999 2701   0 0.396
161724 1617.93 4088.57 99.999  9.999 20.210   0   0 9.999 2846   2 0.251
161730 1565.67 4091.70 99.999  9.999 20.748   0   0 9.999 2731   0 0.414
161731 1544.77 4091.89 99.999  9.999 20.029   0   0 9.999 2859   1 0.217
161738 1624.11 4094.12 99.999  9.999 20.440   0   0 9.999 2836   0 0.308
161739 1599.89 4098.80 99.999  9.999 20.736   0   0 9.999 2776   0 0.377
161742 1591.68 4099.25 99.999  9.999 20.513   0   0 9.999 2747   0 0.358
161743 1618.27 4100.63 99.999  9.999 20.295   0   0 9.999 2839   1 0.277
161746 1639.41 4100.04 99.999  9.999 20.436   0   0 9.999 2849   0 0.311
161747 1644.47 4100.46 99.999  9.999 20.270   0   0 9.999 2849   1 0.275
161750 1582.82 4102.02 21.744  1.661 20.083  72   0 0.318 2813   1 0.275
161751 1647.86 4103.40 99.999  9.999 20.767   0   0 9.999 2721   0 0.382
161757 1635.66 4109.11 99.999  9.999 20.502   0   0 9.999 2822   1 0.321
161758 1540.97 4110.90 99.999  9.999 20.662   0   0 9.999 2703   1 0.361
161759 1545.27 4109.01 99.999  9.999 20.933   0   0 9.999 2640   1 0.429
161762 1614.57 4113.94 99.999  9.999 20.715   0   0 9.999 2727   0 0.404
161766 1636.83 4115.64 99.999  9.999 20.554   0   0 9.999 2768   0 0.342
161778 1566.33 4126.07 99.999  9.999 20.478   0   0 9.999 2802   0 0.328
161781 1580.05 4128.03 99.999  9.999 20.841   0   0 9.999 2698   0 0.415
161786 1591.22 4133.07 99.999  9.999 20.806   0   0 9.999 2691   0 0.401
161789 1562.28 4138.53 99.999  9.999 20.645   0   0 9.999 2750   0 0.367
161790 1648.37 4139.32 99.999  9.999 20.856   0   0 9.999 2651   0 0.423
161793 1555.66 4140.15 99.999  9.999 20.654   0   0 9.999 2741   0 0.354
161801 1640.73 4147.35 99.999  9.999 20.156   0   0 9.999 2794   2 0.272
161806 1569.79 4151.53 99.999  9.999 20.117   0   0 9.999 2790   2 0.234
161811 1635.25 4152.01 99.999  9.999 20.365   0   0 9.999 2754   2 0.302
161814 1620.91 4153.27 99.999  9.999 20.744   0   0 9.999 2664   0 0.378
161815 1561.01 4153.96 99.999  9.999 20.712   0   0 9.999 2705   0 0.366
161818 1585.79 4154.75 99.999  9.999 20.562   0   0 9.999 2717   0 0.438
161823 1553.86 4159.58 99.999  9.999 20.919   0   0 9.999 2617   0 0.420
161826 1566.97 4163.22 99.999  9.999 20.499   0   0 9.999 2731   0 0.329
161833 1621.56 4167.00 99.999  9.999 20.484   0   0 9.999 2658   2 0.343
161838 1573.92 4171.15 99.999  9.999 20.256   0   0 9.999 2522   0 0.342
161839 1645.23 4171.07 99.999  9.999 20.589   0   0 9.999 2630   0 0.374
161841 1604.30 4172.33 99.999  9.999 20.434   0   0 9.999 2620   0 0.330
161843 1598.66 4173.21 99.999  9.999 20.374   0   0 9.999 2126   0 0.438
161845 1625.06 4175.39 99.999  9.999 20.678   0   0 9.999 2566   0 0.355
161848 1560.60 4178.07 99.999  9.999 20.448   0   0 9.999 2704   1 0.327
161849 1575.56 4177.13 99.999  9.999 20.559   0   0 9.999 2199   0 0.419
161851 1546.30 4180.10 99.999  9.999 20.787   0   0 9.999 2626   0 0.381
161852 1638.46 4182.76 99.999  9.999 20.365   0   0 9.999 2689   0 0.299
161858 1605.90 4187.74 99.999  9.999 20.442   0   0 9.999 2639   1 0.344
161861 1555.56 4189.99 99.999  9.999 20.582   0   0 9.999 2644   1 0.356
161862 1574.06 4191.15 99.999  9.999 20.710   0   0 9.999 2588   0 0.399
161867 1556.80 4196.25 99.999  9.999 20.949   0   0 9.999 2437   0 0.450
161873 1549.88 4203.68 99.999  9.999 20.331   0   0 9.999 2499   1 0.398
161882 1540.85 4208.52 99.999  9.999 20.164   0   0 9.999 2515   0 0.321
161889 1586.18 4212.94 99.999  9.999 21.416   0   0 9.999 2023   0 0.526
161892 1605.62 4215.47 99.999  9.999 20.497   0   0 9.999 2536   0 0.349
161900 1567.09 4221.62 99.999  9.999 20.424   0   0 9.999 2527   2 0.325
161901 1626.69 4221.13 99.999  9.999 20.860   0   0 9.999 2405   0 0.423
161907 1618.83 4225.18 99.999  9.999 20.521   0   0 9.999 2443   0 0.401
161913 1555.12 4226.89 99.999  9.999 20.552   0   0 9.999 2400   0 0.399
161926 1616.18 4239.07 99.999  9.999 20.781   0   0 9.999 2321   0 0.409
161927 1629.66 4236.71 99.999  9.999 20.088   0   0 9.999 2428   2 0.238
161929 1611.78 4237.27 99.999  9.999 20.841   0   0 9.999 2310   0 0.439
161933 1582.88 4240.79 99.999  9.999 20.858   0   0 9.999 2231   0 0.491
161941 1599.97 4246.01 99.999  9.999 20.128   0   0 9.999 2328   1 0.302
161949 1586.42 4247.27 99.999  9.999 20.978   0   0 9.999 2121   0 0.472
161952 1568.47 4249.45 99.999  9.999 20.858   0   0 9.999 2143   0 0.443
161972 1613.28 4261.00 99.999  9.999 20.229   0   0 9.999 2090   0 0.346
161975 1541.88 4263.64 99.999  9.999 20.347   0   0 9.999 2086   0 0.296
161981 1595.87 4269.96 99.999  9.999 20.285   0   0 9.999 1952   0 0.313
161986 1606.86 4273.91 99.999  9.999 20.388   0   0 9.999 1921   0 0.340
162002 1612.74 4287.38 99.999  9.999 20.472   0   0 9.999 1707   0 0.351
162006 1583.82 4289.60 99.999  9.999 20.411   0   0 9.999 1690   0 0.345
162008 1596.87 4290.27 99.999  9.999 20.377   0   0 9.999 1670   0 0.335
162009 1640.15 4290.21 99.999  9.999 20.919   0   0 9.999 1612   0 0.453
162011 1636.99 4296.43 99.999  9.999 20.376   0   0 9.999 1525   0 0.310
162017 1592.71 4301.86 99.999  9.999 19.088   0   0 9.999 1367   2 0.183
162024 1539.55 4302.38 99.999  9.999 20.425   0   0 9.999 1339   0 0.311
162030 1636.52 4307.44 99.999  9.999 21.045   0   0 9.999 1006   0 0.487
162041 1643.35 4315.05 99.999  9.999 19.803   0   0 9.999  983   2 0.250
162046 1647.08 4322.19 99.999  9.999 19.860   0   0 9.999  508   0 0.924
162053 1578.33 4326.59 99.999  9.999 99.999   0   0 9.999    0   0 9.999
162057 1570.00 4327.91 99.999  9.999 99.999   0   0 9.999    0   0 9.999
162058 1615.56 4328.65 99.999  9.999 99.999   0   0 9.999    0   0 9.999
162061 1601.69 4328.63 99.999  9.999 99.999   0   0 9.999    0   0 9.999
162066 1555.06 4333.69 99.999  9.999 99.999   0   0 9.999    0   0 9.999
162074 1560.95 4187.37 99.999  9.999 19.946   0   0 9.999 2688   6 0.210
211835 1700.24 3993.73 14.734  1.580 13.154  78   0 0.004 2860   6 0.004
211837 1866.07 4155.96 14.022  0.799 13.223  74   0 0.003 2795   6 0.005
211839 1744.16 4225.88 14.848  1.677 13.171  69   0 0.004 2562   5 0.004
211843 1711.56 3968.69 15.909  1.534 14.375  78   0 0.033 2863   3 0.020
211844 1704.68 3982.72 18.777  4.556 14.221  77   0 0.031 2865   1 0.009
211846 1734.77 4045.51 17.007  3.180 13.827  77   1 0.008 2860   6 0.004
211848 1699.82 4092.86 20.728  6.205 14.523  74   0 0.188 2866   0 0.049
211850 1733.46 4123.13 18.752  4.549 14.203  74   0 0.036 2856   0 0.012
211852 1830.77 4193.84 15.545  1.082 14.463  71   0 0.006 2702   3 0.005
211853 1721.93 4204.28 19.023  4.717 14.307  67   0 0.060 2671   1 0.023
211854 1920.62 4225.76 15.799  2.096 13.703  69   0 0.005 2564   0 0.004
211856 1710.09 4251.18 14.991  0.927 14.064  63   0 0.009 2274   7 0.008
211857 1721.60 4256.79 14.799  0.999 13.800  61   0 0.007 2210   0 0.006
211858 1675.10 4280.26 15.290  0.887 14.403  55   0 0.004 1903   2 0.006
211859 1808.01 4282.92 15.337  0.984 14.353  54   0 0.005 1868   5 0.006
211861 1758.51 4312.42 15.085  0.803 14.282  39   0 0.006 1084   3 0.008
211864 1897.42 3967.34 16.184  1.002 15.182  77   1 0.006 2861   5 0.007
211865 1759.68 3971.28 15.893  1.040 14.853  78   0 0.005 2859   7 0.005
211866 1777.83 3997.86 19.431  4.013 15.419  76   0 0.056 2861   5 0.010
211867 1993.61 4013.67 16.272  1.032 15.240  76   0 0.007 2850   5 0.006
211868 1702.75 4017.53 18.841  3.942 14.899  75   1 0.024 2863   3 0.006
211869 1782.84 4049.30 21.096  5.763 15.334  73   0 0.205 2865   1 0.013
211870 1766.97 4053.91 16.320  1.046 15.273  78   0 0.006 2861   5 0.006
211871 1983.13 4058.62 15.566  0.966 14.600  76   0 0.006 2854   5 0.005
211873 1776.76 4069.13 18.987  4.190 14.797  76   1 0.027 2864   2 0.007
211875 1863.51 4077.43 99.999  9.999 15.114   0   0 9.999 2866   0 0.064
211876 1704.41 4079.50 19.417  4.587 14.829  76   0 0.050 2866   0 0.007
211877 1723.76 4078.83 19.561  4.290 15.271  75   0 0.052 2861   5 0.009
211878 1661.44 4094.44 19.493  4.264 15.228  76   0 0.055 2864   2 0.014
211879 1924.40 4108.61 15.913  1.010 14.903  76   1 0.005 2855   4 0.006
211880 1845.46 4108.65 17.179  1.893 15.286  77   0 0.011 2857   4 0.009
211881 1831.88 4112.82 15.834  1.009 14.825  77   0 0.005 2859   1 0.007
211882 1781.29 4125.55 19.669  4.550 15.119  72   0 0.067 2853   3 0.010
211883 1766.11 4154.51 19.521  4.686 14.835  70   1 0.047 2801   4 0.008
211884 1891.48 4163.71 15.574  0.972 14.602  74   0 0.005 2773   1 0.005
211885 1974.76 4178.98 20.136  5.050 15.085  69   0 0.104 2738   0 0.018
211887 1966.41 4200.32 18.784  4.277 14.507  69   0 0.028 2683   3 0.009
211888 1705.65 4214.90 18.211  3.306 14.905  69   0 0.018 2626   3 0.005
211889 1942.63 4218.01 15.693  1.054 14.640  70   0 0.005 2612   2 0.005
211890 1909.09 4222.67 16.093  1.235 14.857  68   1 0.006 2588   3 0.006
211892 1669.52 4232.33 16.323  1.142 15.182  66   0 0.006 2513   3 0.007
211896 1737.68 4253.20 17.743  2.627 15.115  62   0 0.013 2257   3 0.007
211897 1974.68 4257.43 16.298  0.987 15.311  61   0 0.007 2203   4 0.008
211898 1848.98 4261.26 16.722  1.790 14.932  61   0 0.008 2156   3 0.009
211900 1749.44 4286.41 16.205  1.124 15.080  50   0 0.007 1790   2 0.007
211903 1936.84 4324.23 99.999  9.999 99.999   0   0 9.999    0   0 9.999
211904 1964.09 4329.03 99.999  9.999 99.999   0   0 9.999    0   0 9.999
211905 1674.42 4331.11 99.999  9.999 99.999   0   0 9.999    0   0 9.999
211906 1978.42 4176.51 20.524  4.182 16.342  68   0 0.110 2748   1 0.026
211914 1716.46 3965.03 19.248  3.107 16.140  77   0 0.117 2866   0 0.027
211915 1835.52 3965.10 20.638  4.571 16.067  75   0 0.122 2858   7 0.010
211917 1889.57 3972.26 16.677  1.053 15.624  78   0 0.010 2859   7 0.008
211918 1748.88 3977.67 16.986  1.275 15.712  78   0 0.011 2859   7 0.008
211921 1765.14 3988.43 19.746  3.972 15.774  75   1 0.062 2862   4 0.009
211924 1975.29 3995.88 19.650  4.061 15.589  75   0 0.055 2857   5 0.009
211926 1688.57 4012.28 17.160  1.083 16.077  77   1 0.012 2862   3 0.012
211928 1723.85 4025.25 20.500  4.312 16.188  75   0 0.129 2860   6 0.010
211935 1885.51 4054.12 20.286  4.075 16.211  73   1 0.102 2857   9 0.011
211936 1818.15 4060.86 17.260  1.203 16.057  78   0 0.013 2862   4 0.012
211939 1848.16 4081.78 19.617  3.641 15.976  76   0 0.092 2855  11 0.018
211940 1739.90 4082.72 20.587  4.555 16.032  74   0 0.103 2862   4 0.009
211941 1863.44 4090.19 21.095  5.368 15.728  73   0 0.212 2863   3 0.021
211944 1798.39 4097.59 19.937  4.173 15.765  74   0 0.080 2863   3 0.015
211946 1761.69 4115.16 20.665  4.690 15.975  73   0 0.149 2858   2 0.012
211947 1766.93 4125.17 20.033  3.909 16.124  73   0 0.068 2856   0 0.025
211948 1849.87 4125.72 20.110  4.282 15.828  73   0 0.092 2849   7 0.009
211951 1688.14 4135.20 17.502  1.325 16.177  74   0 0.045 2842   1 0.043
211952 1938.03 4137.83 17.765  1.869 15.896  74   0 0.014 2836   3 0.008
211953 1665.32 4139.93 19.999  4.006 15.993  71   0 0.061 2830   4 0.011
211954 1968.94 4150.99 19.818  3.955 15.863  70   1 0.062 2799  12 0.008
211955 1963.64 4152.77 17.994  1.858 16.135  73   0 0.018 2801   5 0.011
211957 1906.92 4161.87 21.010  4.821 16.189  71   0 0.184 2782   4 0.016
211959 1759.45 4164.17 20.376  4.092 16.284  71   0 0.097 2770   4 0.013
211962 1935.32 4177.87 21.360  5.088 16.272  65   0 0.243 2738   4 0.012
211963 1788.12 4193.47 20.167  4.465 15.702  66   1 0.072 2703   4 0.011
211965 1879.60 4198.38 20.407  4.664 15.742  68   0 0.113 2694   2 0.012
211968 1807.51 4208.44 19.921  4.247 15.674  67   0 0.057 2652   3 0.009
211969 1871.63 4213.60 17.528  1.403 16.125  70   0 0.014 2627   5 0.010
211970 1785.95 4216.93 16.466  1.014 15.452  70   0 0.006 2619   5 0.007
211971 1743.04 4216.75 17.464  1.210 16.253  70   0 0.014 2616   8 0.017
211973 1728.52 4228.46 20.078  4.263 15.815  65   1 0.087 2545   6 0.010
211975 1742.35 4249.64 17.250  1.103 16.147  64   0 0.021 2297   2 0.018
211976 1751.93 4257.12 17.049  1.187 15.862  61   0 0.011 2208   2 0.010
211977 1914.87 4264.24 17.512  1.369 16.143  60   0 0.117 2111   0 0.100
211978 1700.62 4286.39 99.999  9.999 16.043   0   0 9.999 1792   0 0.104
211979 1965.11 4285.03 16.885  1.261 15.624  52   0 0.009 1814   3 0.009
211980 1935.29 4284.91 20.704  4.567 16.137  51   0 0.147 1816   1 0.012
211984 1751.29 4310.30 17.028  0.989 16.039  41   0 0.010 1131   3 0.025
211985 1891.04 4317.22 19.924  3.948 15.976  33   0 0.208  953   3 0.012
211987 1687.89 4321.06 99.999  9.999 15.421   0   0 9.999  862   8 0.029
211988 1806.51 4322.08 99.999  9.999 16.069   0   0 9.999  828  10 0.043
212006 1783.88 3958.36 20.651  3.950 16.701  75   0 0.118 2859   6 0.017
212007 1690.79 3958.43 18.340  1.424 16.916  76   1 0.018 2859   6 0.017
212008 1948.92 3959.61 18.278  1.276 17.002  77   0 0.020 2858   4 0.018
212009 1980.96 3959.53 99.999  9.999 17.211   0   0 9.999 2853   8 0.038
212011 1725.63 3962.40 20.923  3.820 17.102  76   0 0.156 2857   4 0.021
212012 1787.21 3962.94 20.451  3.689 16.762  75   0 0.109 2862   3 0.017
212013 1993.04 3962.63 20.618  3.950 16.668  73   0 0.212 2845   8 0.016
212014 1682.52 3964.48 18.039  1.515 16.523  78   0 0.023 2860   4 0.015
212015 1805.51 3963.82 19.092  2.176 16.916  75   0 0.031 2863   2 0.017
212016 1771.87 3966.60 20.896  3.832 17.064  73   1 0.177 2863   1 0.021
212017 1810.58 3970.66 18.390  1.406 16.984  76   0 0.020 2860   5 0.019
212018 1815.24 3970.08 20.343  3.393 16.950  74   1 0.095 2859   5 0.018
212020 1751.71 3973.66 20.169  3.028 17.141  76   0 0.124 2858   8 0.027
212021 1952.20 3975.52 20.659  4.266 16.392  73   2 0.120 2857   5 0.012
212022 1704.95 3977.34 17.688  1.232 16.456  76   2 0.016 2860   6 0.022
212023 1762.27 3977.77 20.460  3.637 16.823  76   1 0.134 2858   7 0.018
212024 1857.17 3977.53 20.548  3.511 17.037  76   0 0.139 2858   7 0.019
212025 1744.07 3982.90 18.301  1.300 17.002  75   2 0.020 2861   3 0.019
212026 1829.58 3984.89 19.248  2.404 16.843  74   1 0.038 2861   2 0.016
212027 1977.61 3986.08 20.188  3.655 16.533  73   0 0.086 2858   2 0.012
212029 1682.59 3988.01 20.756  4.412 16.345  75   0 0.172 2860   5 0.012
212030 1696.61 3987.37 19.590  2.850 16.740  76   1 0.093 2850  16 0.037
212031 1822.50 3988.69 18.640  2.284 16.356  77   0 0.025 2863   2 0.011
212032 1993.88 3990.93 20.775  4.351 16.424  73   0 0.141 2853   1 0.022
212033 1758.06 3992.65 17.583  1.185 16.398  77   1 0.012 2859   6 0.012
212036 1725.68 3996.39 20.973  3.892 17.081  77   0 0.200 2859   5 0.019
212037 1705.44 3997.87 99.999  9.999 16.993   0   0 9.999 2855   9 0.048
212038 1879.99 3999.29 17.849  1.196 16.654  77   0 0.020 2860   5 0.018
212039 1914.06 3999.10 21.178  4.745 16.432  76   0 0.217 2859   4 0.013
212041 1833.85 4003.95 20.568  3.451 17.117  73   1 0.111 2857   4 0.020
212042 1938.87 4006.52 17.768  1.286 16.482  78   0 0.016 2854   8 0.012
212045 1919.75 4014.28 17.811  1.246 16.564  77   1 0.014 2857   3 0.013
212046 1940.74 4013.28 20.943  3.786 17.157  75   0 0.180 2857   4 0.022
212047 1828.81 4014.03 20.873  3.842 17.031  76   0 0.139 2857   5 0.018
212048 1695.56 4016.15 20.381  3.864 16.517  76   0 0.131 2864   2 0.020
212050 1740.93 4026.26 20.364  3.719 16.645  74   0 0.108 2862   4 0.013
212051 1763.04 4026.33 20.891  3.972 16.919  75   0 0.144 2858   6 0.016
212052 1956.65 4028.68 20.290  3.453 16.837  75   0 0.111 2860   2 0.021
212053 1802.95 4031.49 19.405  2.849 16.556  75   0 0.042 2862   2 0.012
212054 1897.93 4031.43 21.095  4.111 16.984  77   1 0.238 2864   0 0.033
212055 1736.79 4033.89 17.635  1.235 16.399  78   0 0.012 2856  10 0.014
212056 1713.07 4033.33 20.624  3.638 16.986  75   1 0.119 2860   2 0.017
212061 1707.44 4048.18 20.358  3.995 16.363  77   0 0.132 2860   6 0.012
212064 1748.36 4048.73 20.880  4.353 16.527  74   1 0.167 2862   2 0.014
212065 1710.78 4050.23 17.918  1.173 16.745  78   0 0.016 2860   5 0.016
212067 1724.94 4056.83 20.993  4.060 16.934  73   0 0.154 2860   4 0.019
212068 1747.29 4062.44 20.908  4.080 16.829  75   1 0.175 2859   5 0.016
212069 1918.61 4062.64 20.899  3.848 17.051  74   1 0.175 2855   8 0.022
212073 1697.53 4076.85 21.070  4.683 16.387  75   0 0.184 2862   4 0.013
212074 1917.41 4076.28 19.473  2.485 16.987  75   0 0.056 2858   2 0.021
212076 1784.93 4086.32 18.081  1.249 16.833  78   0 0.017 2863   2 0.016
212078 1717.38 4089.48 20.698  3.925 16.774  73   1 0.120 2861   4 0.015
212079 1949.19 4088.65 21.274  4.084 17.190  74   0 0.309 2860   2 0.036
212081 1692.69 4093.45 21.137  4.271 16.866  71   1 0.173 2862   1 0.057
212084 1722.68 4099.80 17.696  1.321 16.375  77   0 0.016 2858   7 0.013
212085 1855.98 4103.67 21.126  3.961 17.165  73   0 0.216 2862   1 0.022
212088 1708.64 4117.03 21.133  4.071 17.062  72   0 0.218 2854   3 0.020
212091 1750.13 4123.28 20.984  3.752 17.232  73   0 0.162 2852   1 0.023
212093 1703.84 4125.47 18.259  1.497 16.762  75   0 0.023 2848   4 0.015
212094 1860.86 4126.60 18.616  1.871 16.745  74   0 0.023 2848   6 0.015
212095 1819.83 4129.28 21.547  4.341 17.205  69   0 0.257 2849   2 0.028
212097 1822.48 4135.57 18.118  1.651 16.467  73   0 0.018 2835   8 0.013
212100 1691.11 4141.30 18.623  1.633 16.990  73   0 0.027 2827   2 0.021
