# OGLE EWS map.dat file for OGLE-2024-GD-0001
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
 35054 1275.35 2696.70 19.426  2.382 17.044   4   0 0.427   88   0 0.325 1419.40 2732.45
 35058 1332.88 2696.66 19.326  1.806 17.520   4   0 0.067   90   0 0.038 1477.13 2731.77
 35060 1580.87 2699.39 18.876  1.547 17.329   4   0 0.041   90   0 0.035 1724.75 2734.05
 35065 1266.87 2705.33 99.999  9.999 17.884   0   0 9.999   88   0 0.377  649.45 2738.71
 35069 1457.27 2709.15 18.874  1.654 17.220   4   0 0.012   90   0 0.024 1601.26 2743.74
 35073 1444.38 2713.88 19.740  1.990 17.750   4   0 0.254   89   0 0.042 1588.45 2748.40
 35084 1637.93 2723.73 19.320  1.473 17.847   4   0 0.065   90   0 0.052 1781.78 2758.42
 35100 1438.57 2747.89 18.866  1.378 17.488   4   0 0.083   90   0 0.041 1582.69 2782.57
 35101 1563.41 2748.35 19.384  2.030 17.354   4   0 0.062   90   0 0.039 1707.11 2783.17
 35105 1233.87 2751.95 19.470  1.773 17.697   4   0 0.062   90   0 0.044 1377.71 2786.53
 35107 1363.78 2759.43 19.524  1.794 17.730   4   0 0.094   90   0 0.048 1507.90 2794.37
 35113 1688.28 2765.58 18.716  1.216 17.500   4   0 0.050   90   0 0.044 1832.10 2800.12
 35116 1607.02 2765.96 19.035  1.330 17.705   4   0 0.048   90   0 0.045 1750.87 2800.55
 35125 1432.50 2775.61 19.584  1.876 17.708   4   0 0.060   90   0 0.043 1576.44 2810.25
 35126 1649.43 2777.02 18.459  1.213 17.246   4   0 0.051   90   0 0.027 1793.30 2811.55
 35151 1459.65 2804.30 18.493  1.231 17.262   4   0 0.027   90   0 0.031 1603.83 2839.14
 35152 1398.35 2806.29 19.278  1.843 17.435   4   0 0.119   90   0 0.028 1542.20 2840.83
 35163 1306.30 2811.17 19.468  1.675 17.793   4   0 0.039   90   0 0.051 1450.18 2846.05
 35166 1355.75 2812.32 99.999  9.999 17.905   0   0 9.999   89   0 0.169  488.30 2849.23
 35171 1394.72 2818.07 19.151  1.301 17.851   4   0 0.104   90   0 0.047 1538.49 2852.79
 35175 1303.18 2823.67 19.967  2.368 17.599   4   0 0.498   90   0 0.146 1446.67 2858.47
 35177 1288.68 2824.76 18.900  1.174 17.726   4   0 0.111   90   0 0.058 1432.81 2859.20
 35182 1609.21 2831.80 18.912  1.591 17.321   4   0 0.086   89   1 0.038 1753.13 2866.54
 35192 1651.18 2842.50 19.000  1.439 17.561   4   0 0.067   90   0 0.038 1795.09 2877.07
 35193 1514.87 2847.21 19.247  1.598 17.649   4   0 0.111   90   0 0.040 1659.84 2881.93
 35195 1551.48 2848.20 19.543  1.694 17.849   4   0 0.109   89   1 0.046 1695.09 2882.86
 35198 1568.78 2849.96 18.926  1.333 17.594   4   0 0.077   90   0 0.042 1712.88 2884.57
 35199 1283.66 2850.89 19.145  1.379 17.766   4   0 0.191   90   0 0.062 1427.73 2885.50
 35200 1529.92 2850.34 19.483  1.584 17.899   4   0 0.094   90   0 0.058 1673.69 2884.65
 35208 1628.87 2856.52 19.280  1.394 17.886   4   0 0.056   90   0 0.057 1772.72 2891.25
 35209 1560.86 2858.29 19.282  1.882 17.400   4   0 0.167   90   0 0.042 1704.97 2892.64
 35220 1564.90 2875.29 19.029  1.453 17.577   4   0 0.039   90   0 0.035 1708.96 2910.02
