# OGLE EWS map.dat file for OGLE-2024-BLG-0475
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
  9427  296.42 1432.70 99.999  9.999 20.818   0   0 9.999  387   0 0.359
  9428  356.53 1432.36 99.999  9.999 20.472   0   0 9.999  389   0 0.257
  9429  278.54 1434.16 99.999  9.999 19.962   0   0 9.999  395   0 0.179
  9430  320.33 1433.65 99.999  9.999 20.081   0   0 9.999  397   0 0.195
  9431  307.59 1435.62 99.999  9.999 20.603   0   0 9.999  386   0 0.305
  9432  509.10 1436.76 99.999  9.999 20.003   0   0 9.999  396   0 0.186
  9434  288.20 1438.28 99.999  9.999 19.933   0   0 9.999  393   2 0.171
  9435  192.95 1436.25 99.999  9.999 20.313   0   0 9.999  380   1 0.251
  9436  250.94 1438.01 99.999  9.999 20.220   0   0 9.999  393   0 0.213
  9437  282.79 1436.96 99.999  9.999 20.498   0   0 9.999  392   1 0.281
  9438  517.95 1438.16 99.999  9.999 20.587   0   0 9.999  386   0 0.345
  9439  210.73 1438.39 99.999  9.999 20.101   0   0 9.999  388   0 0.200
  9441  172.00 1440.48 99.999  9.999 19.864   0   0 9.999  371   0 0.167
  9442  202.93 1440.36 99.999  9.999 20.110   0   0 9.999  388   0 0.209
  9443  446.15 1439.82 99.999  9.999 20.392   0   0 9.999  378   0 0.306
  9445  142.99 1440.79 99.999  9.999 20.320   0   0 9.999  343   0 0.248
  9446  479.34 1441.58 99.999  9.999 19.757   0   0 9.999  398   1 0.148
  9448  186.98 1443.87 99.999  9.999 20.276   0   0 9.999  380   0 0.241
  9449  337.65 1441.20 99.999  9.999 20.967   0   0 9.999  378   0 0.394
  9450  237.52 1442.13 99.999  9.999 20.556   0   0 9.999  390   0 0.319
  9451  330.03 1443.61 99.999  9.999 19.903   0   0 9.999  389   3 0.153
  9452  246.08 1443.43 99.999  9.999 20.514   0   0 9.999  389   0 0.292
  9453  542.43 1443.67 99.999  9.999 20.501   0   0 9.999  392   0 0.271
  9454  146.16 1445.88 99.999  9.999 19.964   0   0 9.999  351   0 0.182
  9455  446.25 1444.51 99.999  9.999 20.480   0   0 9.999  381   0 0.327
  9457  136.33 1445.35 99.999  9.999 20.381   0   0 9.999  338   0 0.261
  9458  169.79 1445.57 99.999  9.999 20.165   0   0 9.999  369   0 0.217
  9459  218.91 1446.27 99.999  9.999 20.063   0   0 9.999  391   1 0.251
  9460  321.42 1447.14 99.999  9.999 19.798   0   0 9.999  397   1 0.153
  9462  525.87 1446.62 99.999  9.999 20.282   0   0 9.999  395   0 0.239
  9464  281.68 1447.31 99.999  9.999 20.305   0   0 9.999  390   0 0.247
  9465  348.53 1447.62 99.999  9.999 19.893   0   0 9.999  393   4 0.155
  9467  497.81 1448.58 99.999  9.999 20.823   0   0 9.999  375   1 0.328
  9469  355.02 1450.10 99.999  9.999 20.118   0   0 9.999  398   0 0.209
  9470  427.82 1451.05 99.999  9.999 19.862   0   0 9.999  392   0 0.214
  9471  442.67 1450.83 99.999  9.999 20.185   0   0 9.999  387   0 0.280
  9472  471.63 1451.36 99.999  9.999 19.956   0   0 9.999  395   2 0.171
  9473  505.99 1451.69 99.999  9.999 20.301   0   0 9.999  389   1 0.224
  9475  369.02 1452.18 99.999  9.999 20.446   0   0 9.999  388   1 0.278
  9476  387.43 1451.94 22.169  2.428 19.741  21   0 0.374  394   1 0.151
  9477  375.91 1452.48 99.999  9.999 20.267   0   0 9.999  392   0 0.216
  9478  485.50 1453.61 99.999  9.999 19.770   0   0 9.999  395   1 0.153
  9479  242.32 1455.43 99.999  9.999 20.085   0   0 9.999  390   1 0.185
  9480  324.84 1453.60 99.999  9.999 20.717   0   0 9.999  388   1 0.339
  9482  410.69 1454.90 99.999  9.999 20.649   0   0 9.999  389   0 0.349
  9483  492.25 1457.47 99.999  9.999 19.750   0   0 9.999  383   1 0.266
  9484  160.62 1455.97 99.999  9.999 20.477   0   0 9.999  362   0 0.262
  9485  276.65 1456.13 99.999  9.999 20.624   0   0 9.999  386   1 0.315
  9486  503.71 1455.54 99.999  9.999 20.371   0   0 9.999  387   1 0.283
  9487  193.74 1457.00 99.999  9.999 20.402   0   0 9.999  377   1 0.282
  9488  263.51 1457.65 99.999  9.999 20.271   0   0 9.999  391   0 0.222
  9489  370.23 1458.25 99.999  9.999 20.422   0   0 9.999  390   0 0.248
  9490  460.46 1457.39 99.999  9.999 20.300   0   0 9.999  394   1 0.227
  9493  200.92 1461.09 99.999  9.999 20.464   0   0 9.999  378   1 0.261
  9494  207.10 1459.58 99.999  9.999 20.254   0   0 9.999  385   0 0.237
  9495  224.41 1460.61 99.999  9.999 19.942   0   0 9.999  393   3 0.189
  9496  251.52 1461.68 99.999  9.999 20.037   0   0 9.999  393   0 0.197
  9497  435.31 1461.93 99.999  9.999 19.991   0   0 9.999  396   0 0.187
  9499  353.03 1462.44 99.999  9.999 20.838   0   0 9.999  389   1 0.346
  9500  373.62 1465.23 99.999  9.999 20.107   0   0 9.999  396   1 0.190
  9501  464.98 1462.94 99.999  9.999 19.813   0   0 9.999  399   0 0.151
  9502  294.94 1464.87 99.999  9.999 19.876   0   0 9.999  397   0 0.156
  9503  448.70 1464.32 22.235  2.566 19.669  21   0 0.294  397   1 0.135
  9504  212.74 1466.10 99.999  9.999 20.083   0   0 9.999  387   0 0.200
  9505  486.74 1464.42 99.999  9.999 20.229   0   0 9.999  389   0 0.244
  9506  547.84 1464.71 99.999  9.999 20.675   0   0 9.999  391   0 0.301
  9509  129.69 1467.31 99.999  9.999 20.549   0   0 9.999  315   0 0.395
  9510  363.27 1467.35 99.999  9.999 20.597   0   0 9.999  382   2 0.287
  9511  480.20 1467.08 99.999  9.999 20.384   0   0 9.999  393   0 0.263
  9512  516.94 1466.50 99.999  9.999 19.836   0   0 9.999  399   0 0.155
  9513  223.12 1468.08 99.999  9.999 20.763   0   0 9.999  386   0 0.343
  9514  252.82 1468.14 99.999  9.999 20.553   0   0 9.999  382   1 0.278
  9515  432.82 1466.67 99.999  9.999 20.540   0   0 9.999  394   0 0.272
  9516  169.27 1469.58 99.999  9.999 20.362   0   0 9.999  367   1 0.279
  9517  468.78 1466.74 99.999  9.999 19.466   0   0 9.999  397   1 0.120
  9520  188.34 1469.58 99.999  9.999 20.310   0   0 9.999  372   0 0.264
  9521  443.81 1470.12 99.999  9.999 20.174   0   0 9.999  397   0 0.191
  9522  384.36 1469.99 99.999  9.999 20.863   0   0 9.999  389   0 0.323
  9523  309.12 1472.73 99.999  9.999 20.255   0   0 9.999  393   0 0.224
  9524  341.48 1471.52 99.999  9.999 20.058   0   0 9.999  394   2 0.181
  9525  475.35 1472.06 99.999  9.999 19.836   0   0 9.999  399   1 0.154
  9526  491.11 1473.57 99.999  9.999 20.116   0   0 9.999  394   0 0.221
  9527  496.21 1470.97 99.999  9.999 20.016   0   0 9.999  398   1 0.229
  9528  540.86 1473.50 99.999  9.999 20.577   0   0 9.999  387   0 0.296
  9530  246.19 1472.59 99.999  9.999 20.734   0   0 9.999  378   0 0.340
  9531  392.77 1473.46 99.999  9.999 19.971   0   0 9.999  392   2 0.204
  9532  193.68 1473.57 99.999  9.999 20.504   0   0 9.999  383   0 0.279
  9533  206.21 1474.34 99.999  9.999 20.102   0   0 9.999  387   0 0.245
  9534  299.75 1475.24 99.999  9.999 19.684   0   0 9.999  397   1 0.128
  9535  531.33 1475.06 99.999  9.999 19.766   0   0 9.999  393   0 0.150
  9536  371.61 1475.01 99.999  9.999 20.750   0   0 9.999  385   0 0.333
  9537  502.73 1476.64 99.999  9.999 19.965   0   0 9.999  395   0 0.183
  9538  133.11 1475.95 99.999  9.999 20.596   0   0 9.999  330   0 0.337
  9539  384.98 1476.86 99.999  9.999 20.115   0   0 9.999  390   0 0.234
  9540  435.24 1476.58 99.999  9.999 20.546   0   0 9.999  390   1 0.269
  9541  451.29 1477.24 99.999  9.999 20.389   0   0 9.999  390   0 0.243
  9545  407.09 1478.10 99.999  9.999 20.741   0   0 9.999  378   2 0.340
  9546  441.39 1478.15 99.999  9.999 20.114   0   0 9.999  393   0 0.202
  9548  324.27 1478.97 99.999  9.999 20.356   0   0 9.999  388   2 0.238
  9549  490.44 1479.09 99.999  9.999 20.035   0   0 9.999  397   0 0.197
  9550  471.37 1479.37 99.999  9.999 20.648   0   0 9.999  387   0 0.311
  9551  152.50 1481.36 99.999  9.999 20.349   0   0 9.999  348   0 0.306
  9552  234.90 1480.68 99.999  9.999 20.009   0   0 9.999  393   3 0.181
  9553  263.41 1481.92 99.999  9.999 19.638   0   0 9.999  393   0 0.124
  9554  301.85 1481.08 99.999  9.999 20.144   0   0 9.999  396   0 0.214
  9556  190.42 1482.13 99.999  9.999 19.977   0   0 9.999  376   1 0.195
  9557  282.32 1482.56 99.999  9.999 19.918   0   0 9.999  396   1 0.179
  9558  287.85 1480.78 99.999  9.999 20.162   0   0 9.999  391   1 0.198
  9559  360.69 1481.82 99.999  9.999 20.203   0   0 9.999  393   0 0.217
  9560  523.58 1481.58 99.999  9.999 19.961   0   0 9.999  396   1 0.168
  9561  147.43 1482.48 99.999  9.999 20.115   0   0 9.999  341   2 0.234
  9562  419.98 1482.01 99.999  9.999 20.399   0   0 9.999  391   3 0.234
  9563  158.94 1484.39 22.450  2.612 19.838  18   0 0.456  363   1 0.208
  9564  211.75 1483.68 99.999  9.999 20.661   0   0 9.999  382   1 0.334
  9565  242.29 1483.02 99.999  9.999 20.702   0   0 9.999  379   0 0.313
  9566  494.32 1484.33 99.999  9.999 20.210   0   0 9.999  395   0 0.216
  9567  229.43 1486.67 99.999  9.999 20.285   0   0 9.999  393   0 0.249
  9568  360.15 1485.19 99.999  9.999 20.214   0   0 9.999  395   1 0.203
  9569  411.94 1486.43 99.999  9.999 19.854   0   0 9.999  393   3 0.159
  9570  449.18 1486.67 22.174  2.375 19.799  22   0 0.280  396   1 0.139
  9571  531.13 1489.07 99.999  9.999 20.257   0   0 9.999  392   0 0.224
  9572  542.70 1485.05 99.999  9.999 19.904   0   0 9.999  396   0 0.183
  9574  330.37 1490.09 99.999  9.999 20.217   0   0 9.999  394   2 0.219
  9575  387.91 1485.83 99.999  9.999 20.377   0   0 9.999  390   2 0.258
  9576  499.97 1485.73 99.999  9.999 20.867   0   0 9.999  384   0 0.386
  9577  485.26 1487.42 99.999  9.999 20.053   0   0 9.999  398   2 0.198
  9579  190.13 1490.34 99.999  9.999 20.277   0   0 9.999  371   0 0.260
  9580  519.76 1489.55 99.999  9.999 20.288   0   0 9.999  393   0 0.235
  9581  316.96 1490.72 99.999  9.999 20.482   0   0 9.999  392   0 0.262
  9582  340.98 1491.44 99.999  9.999 20.033   0   0 9.999  392   2 0.179
  9583  430.07 1489.20 99.999  9.999 20.662   0   0 9.999  385   0 0.307
  9584  501.88 1490.87 99.999  9.999 20.396   0   0 9.999  388   1 0.246
  9585  541.62 1489.29 99.999  9.999 20.945   0   0 9.999  371   0 0.404
  9586  230.54 1491.93 21.995  2.282 19.713  21   0 0.214  394   0 0.144
  9587  173.37 1493.27 99.999  9.999 20.175   0   0 9.999  372   2 0.228
  9588  442.88 1492.67 99.999  9.999 19.979   0   0 9.999  395   1 0.163
  9589  248.72 1493.91 99.999  9.999 20.559   0   0 9.999  377   0 0.288
  9590  372.22 1493.51 99.999  9.999 19.751   0   0 9.999  397   0 0.145
  9591  431.05 1493.90 99.999  9.999 19.609   0   0 9.999  396   0 0.131
  9593  402.91 1495.12 99.999  9.999 20.121   0   0 9.999  394   1 0.182
  9594  215.31 1496.16 99.999  9.999 20.275   0   0 9.999  381   0 0.244
  9595  258.06 1495.62 99.999  9.999 20.297   0   0 9.999  386   0 0.241
  9596  303.46 1496.99 99.999  9.999 20.055   0   0 9.999  394   2 0.184
  9597  426.06 1496.18 99.999  9.999 19.737   0   0 9.999  399   0 0.146
  9598  495.23 1496.13 99.999  9.999 20.066   0   0 9.999  394   1 0.196
  9599  139.20 1497.43 99.999  9.999 19.940   0   0 9.999  337   0 0.179
  9600  296.03 1496.02 99.999  9.999 20.437   0   0 9.999  390   0 0.271
  9601  376.40 1497.14 99.999  9.999 19.796   0   0 9.999  396   1 0.150
  9602  291.14 1501.90 99.999  9.999 19.901   0   0 9.999  394   2 0.162
  9603  289.76 1497.56 99.999  9.999 20.211   0   0 9.999  394   1 0.226
  9604  309.80 1497.67 99.999  9.999 20.171   0   0 9.999  393   0 0.201
  9605  419.87 1497.25 99.999  9.999 20.381   0   0 9.999  388   2 0.256
  9606  467.60 1498.22 99.999  9.999 20.125   0   0 9.999  394   1 0.206
  9607  541.76 1499.12 99.999  9.999 20.349   0   0 9.999  391   0 0.246
  9608  455.14 1499.80 99.999  9.999 20.305   0   0 9.999  398   0 0.232
  9610  131.38 1502.89 99.999  9.999 20.324   0   0 9.999  331   0 0.279
  9611  244.29 1501.49 22.110  2.238 19.872  19   0 0.254  395   1 0.164
  9612  383.28 1500.70 99.999  9.999 20.147   0   0 9.999  400   0 0.226
  9613  147.04 1501.64 99.999  9.999 19.862   0   0 9.999  346   0 0.178
  9614  178.11 1500.55 99.999  9.999 20.149   0   0 9.999  374   0 0.237
  9615  203.12 1500.45 99.999  9.999 19.810   0   0 9.999  388   2 0.203
  9616  257.87 1501.46 99.999  9.999 19.990   0   0 9.999  390   0 0.195
  9617  472.36 1501.49 99.999  9.999 20.389   0   0 9.999  388   0 0.277
  9618  511.60 1501.84 99.999  9.999 19.750   0   0 9.999  397   0 0.142
  9619  307.15 1505.26 99.999  9.999 20.282   0   0 9.999  392   1 0.228
  9620  311.80 1502.44 99.999  9.999 20.379   0   0 9.999  392   0 0.256
  9623  140.79 1504.05 99.999  9.999 20.068   0   0 9.999  337   1 0.206
  9624  190.21 1503.60 99.999  9.999 20.052   0   0 9.999  381   0 0.226
  9625  210.04 1503.42 99.999  9.999 20.000   0   0 9.999  389   0 0.204
  9626  357.33 1504.72 99.999  9.999 19.679   0   0 9.999  399   0 0.134
  9627  436.88 1505.59 99.999  9.999 19.971   0   0 9.999  397   1 0.177
  9628  168.48 1503.76 99.999  9.999 20.275   0   0 9.999  371   0 0.249
  9629  275.58 1505.73 99.999  9.999 20.041   0   0 9.999  394   2 0.197
  9630  320.08 1504.80 99.999  9.999 20.524   0   0 9.999  391   0 0.277
  9631  520.76 1505.05 99.999  9.999 20.161   0   0 9.999  395   0 0.215
  9634  397.39 1506.18 99.999  9.999 20.318   0   0 9.999  390   1 0.259
  9635  474.22 1506.86 99.999  9.999 20.424   0   0 9.999  393   0 0.273
  9636  531.48 1507.62 99.999  9.999 20.032   0   0 9.999  395   1 0.192
  9638  231.59 1508.38 99.999  9.999 20.633   0   0 9.999  384   1 0.315
  9639  290.62 1508.86 99.999  9.999 20.194   0   0 9.999  391   1 0.197
  9640  545.67 1509.27 99.999  9.999 20.306   0   0 9.999  393   0 0.277
  9641  158.12 1510.33 99.999  9.999 19.672   0   0 9.999  363   0 0.134
  9642  442.37 1510.23 99.999  9.999 20.704   0   0 9.999  384   0 0.299
  9643  458.12 1509.37 99.999  9.999 19.878   0   0 9.999  398   0 0.163
  9644  487.24 1508.34 99.999  9.999 20.612   0   0 9.999  373   0 0.344
  9645  342.37 1510.66 99.999  9.999 20.238   0   0 9.999  391   1 0.251
  9646  268.56 1512.04 99.999  9.999 19.940   0   0 9.999  394   0 0.187
  9650  401.33 1514.93 99.999  9.999 19.642   0   0 9.999  394   2 0.143
  9651  546.23 1515.54 99.999  9.999 20.489   0   0 9.999  388   0 0.292
  9652  155.53 1515.11 99.999  9.999 20.081   0   0 9.999  357   0 0.189
  9653  372.28 1515.38 99.999  9.999 20.274   0   0 9.999  365   0 0.320
  9654  148.84 1516.92 99.999  9.999 19.875   0   0 9.999  350   0 0.174
  9655  213.94 1516.86 99.999  9.999 20.139   0   0 9.999  389   0 0.212
 10160  435.66 1377.59 99.999  9.999 20.105   0   0 9.999  394   0 0.189
 10161  298.70 1503.67 99.999  9.999 20.638   0   0 9.999  385   0 0.312
 10162  311.93 1141.44 99.999  9.999 18.993   0   0 9.999  398   0 0.130
 10163  528.88 1209.99 21.282  1.385 19.897  22   0 0.159  398   0 0.185
 10164  405.19 1252.09 21.517  2.077 19.439  22   0 0.189  398   0 0.126
 10166  490.97 1503.93 99.999  9.999 20.586   0   0 9.999  386   0 0.300
 10169  403.31 1124.21 99.999  9.999 20.646   0   0 9.999  380   0 0.308
 10171  177.00 1126.75 99.999  9.999 20.957   0   0 9.999  360   0 0.392
 10172  211.70 1127.81 99.999  9.999 20.931   0   0 9.999  345   0 0.429
 10173  243.79 1129.75 99.999  9.999 21.022   0   0 9.999  371   0 0.412
 10174  450.89 1128.33 99.999  9.999 20.610   0   0 9.999  391   0 0.298
 10176  141.83 1131.10 99.999  9.999 20.193   0   0 9.999  345   1 0.213
 10177  507.47 1131.39 99.999  9.999 20.688   0   0 9.999  391   0 0.357
 10179  400.93 1133.72 99.999  9.999 20.431   0   0 9.999  390   0 0.275
 10180  201.14 1133.64 99.999  9.999 20.750   0   0 9.999  370   0 0.421
 10181  232.66 1134.32 99.999  9.999 20.806   0   0 9.999  382   0 0.341
 10182  541.32 1136.99 99.999  9.999 20.519   0   0 9.999  391   0 0.318
 10183  403.20 1140.00 99.999  9.999 20.574   0   0 9.999  390   0 0.326
 10184  471.77 1140.42 99.999  9.999 20.600   0   0 9.999  387   0 0.293
 10185  490.97 1141.07 99.999  9.999 20.629   0   0 9.999  388   0 0.332
 10186  328.35 1140.52 99.999  9.999 20.901   0   0 9.999  379   1 0.364
 10187  297.47 1141.79 99.999  9.999 20.532   0   0 9.999  390   0 0.273
 10188  457.80 1146.19 99.999  9.999 20.811   0   0 9.999  388   0 0.327
 10189  467.58 1146.72 99.999  9.999 20.986   0   0 9.999  376   0 0.418
 10190  259.51 1147.48 99.999  9.999 21.120   0   0 9.999  380   0 0.455
 10191  494.08 1149.95 99.999  9.999 20.459   0   0 9.999  392   0 0.261
 10192  163.35 1151.93 99.999  9.999 20.529   0   0 9.999  363   1 0.280
 10193  506.25 1155.12 99.999  9.999 20.612   0   0 9.999  389   0 0.315
 10194  462.76 1156.41 99.999  9.999 21.145   0   0 9.999  378   0 0.431
 10195  167.04 1158.56 99.999  9.999 20.771   0   0 9.999  362   0 0.341
 10196  292.03 1158.43 99.999  9.999 20.300   0   0 9.999  394   0 0.223
 10198  229.12 1158.63 99.999  9.999 21.172   0   0 9.999  354   0 0.459
 10199  208.25 1158.42 99.999  9.999 20.434   0   0 9.999  383   0 0.281
 10200  547.23 1159.52 99.999  9.999 20.408   0   0 9.999  391   1 0.276
 10201  279.91 1161.45 99.999  9.999 20.767   0   0 9.999  385   0 0.357
 10202  302.60 1161.09 99.999  9.999 20.457   0   0 9.999  392   0 0.264
 10203  355.37 1160.53 99.999  9.999 20.674   0   0 9.999  380   0 0.336
 10205  221.22 1162.96 99.999  9.999 20.835   0   0 9.999  362   0 0.400
 10206  311.96 1163.94 99.999  9.999 20.846   0   0 9.999  378   0 0.350
 10208  509.57 1169.11 99.999  9.999 21.094   0   0 9.999  377   0 0.456
 10209  161.41 1170.74 99.999  9.999 20.789   0   0 9.999  356   0 0.375
 10210  188.29 1170.31 99.999  9.999 20.864   0   0 9.999  359   0 0.402
 10211  196.87 1170.86 99.999  9.999 20.308   0   0 9.999  384   0 0.234
 10212  479.73 1171.71 99.999  9.999 20.568   0   0 9.999  387   0 0.285
 10216  467.87 1176.12 99.999  9.999 20.777   0   0 9.999  387   1 0.330
 10217  517.52 1174.48 99.999  9.999 20.791   0   0 9.999  390   0 0.350
 10218  491.30 1176.95 99.999  9.999 20.668   0   0 9.999  386   1 0.317
 10219  215.08 1176.96 99.999  9.999 21.349   0   0 9.999  301   0 0.544
 10220  197.42 1178.73 99.999  9.999 21.068   0   0 9.999  352   0 0.426
 10221  137.08 1181.10 99.999  9.999 21.081   0   0 9.999  316   0 0.413
 10222  307.90 1182.43 99.999  9.999 21.547   0   0 9.999  334   0 0.495
 10223  360.29 1182.57 99.999  9.999 20.957   0   0 9.999  366   0 0.390
 10224  143.88 1185.93 99.999  9.999 20.883   0   0 9.999  329   0 0.383
 10225  350.84 1187.10 99.999  9.999 20.892   0   0 9.999  382   0 0.381
 10226  548.47 1188.72 99.999  9.999 20.636   0   0 9.999  383   0 0.309
 10227  254.31 1188.87 99.999  9.999 20.821   0   0 9.999  374   0 0.382
 10228  266.18 1188.01 99.999  9.999 20.784   0   0 9.999  375   0 0.461
 10229  360.59 1190.39 99.999  9.999 20.576   0   0 9.999  383   0 0.312
 10230  152.43 1190.59 99.999  9.999 20.798   0   0 9.999  347   0 0.361
 10231  490.09 1191.52 99.999  9.999 20.053   0   0 9.999  397   0 0.194
 10232  538.61 1193.27 99.999  9.999 21.071   0   0 9.999  366   0 0.429
 10233  329.82 1195.47 99.999  9.999 21.059   0   0 9.999  369   0 0.415
 10236  131.36 1197.32 99.999  9.999 20.178   0   0 9.999  323   1 0.212
 10237  451.78 1199.58 99.999  9.999 20.570   0   0 9.999  385   0 0.323
 10238  146.64 1200.26 99.999  9.999 20.915   0   0 9.999  333   0 0.381
 10239  286.21 1202.09 99.999  9.999 20.637   0   0 9.999  390   1 0.319
 10240  357.56 1202.75 99.999  9.999 20.978   0   0 9.999  375   0 0.400
 10241  441.78 1203.52 99.999  9.999 20.850   0   0 9.999  388   0 0.385
 10242  280.45 1205.04 99.999  9.999 21.121   0   0 9.999  373   0 0.450
 10243  453.01 1204.86 99.999  9.999 20.828   0   0 9.999  375   0 0.372
 10245  477.60 1209.32 99.999  9.999 21.039   0   0 9.999  377   0 0.423
 10247  131.20 1210.68 99.999  9.999 20.991   0   0 9.999  303   0 0.395
 10248  349.21 1210.56 99.999  9.999 21.160   0   0 9.999  367   0 0.438
 10249  407.24 1210.62 99.999  9.999 20.774   0   0 9.999  384   0 0.470
 10252  308.17 1212.63 99.999  9.999 20.769   0   0 9.999  384   0 0.326
 10253  153.12 1214.74 99.999  9.999 20.842   0   0 9.999  341   0 0.359
 10255  302.30 1215.98 99.999  9.999 20.966   0   0 9.999  376   0 0.404
 10256  468.83 1215.84 99.999  9.999 20.506   0   0 9.999  390   2 0.285
 10257  495.82 1215.31 99.999  9.999 21.237   0   0 9.999  350   0 0.437
 10258  256.85 1216.07 99.999  9.999 21.015   0   0 9.999  377   0 0.402
 10259  340.73 1216.17 99.999  9.999 20.710   0   0 9.999  389   0 0.346
 10261  290.01 1218.85 99.999  9.999 20.912   0   0 9.999  387   1 0.365
 10262  314.18 1217.47 99.999  9.999 21.162   0   0 9.999  383   0 0.424
 10263  297.39 1220.01 99.999  9.999 20.844   0   0 9.999  386   0 0.372
 10264  523.51 1217.79 99.999  9.999 20.785   0   0 9.999  376   0 0.325
 10265  368.41 1220.23 99.999  9.999 20.532   0   0 9.999  393   0 0.314
 10266  144.79 1220.04 99.999  9.999 20.887   0   0 9.999  335   0 0.396
 10267  194.83 1220.23 99.999  9.999 20.641   0   0 9.999  374   0 0.371
 10268  211.44 1223.29 99.999  9.999 20.908   0   0 9.999  368   0 0.422
 10269  221.24 1223.79 99.999  9.999 20.634   0   0 9.999  382   0 0.320
 10270  256.60 1223.58 99.999  9.999 20.710   0   0 9.999  380   0 0.339
 10271  409.02 1224.31 99.999  9.999 20.190   0   0 9.999  391   2 0.233
 10272  421.77 1226.87 99.999  9.999 20.963   0   0 9.999  382   1 0.396
 10273  510.95 1228.84 99.999  9.999 20.752   0   0 9.999  394   0 0.328
 10274  377.87 1223.35 99.999  9.999 20.815   0   0 9.999  341   0 0.391
 10275  269.21 1230.52 99.999  9.999 20.466   0   0 9.999  389   2 0.259
 10276  280.63 1230.69 99.999  9.999 21.056   0   0 9.999  369   0 0.415
 10277  236.18 1232.23 99.999  9.999 20.891   0   0 9.999  375   0 0.401
 10278  323.90 1230.57 99.999  9.999 21.165   0   0 9.999  377   0 0.437
 10279  217.30 1233.29 99.999  9.999 21.009   0   0 9.999  372   0 0.378
 10280  254.83 1235.09 99.999  9.999 20.939   0   0 9.999  377   0 0.356
 10281  311.33 1231.51 99.999  9.999 21.048   0   0 9.999  372   0 0.402
 10283  401.63 1235.75 99.999  9.999 20.335   0   0 9.999  391   0 0.250
 10284  424.11 1235.74 99.999  9.999 20.271   0   0 9.999  390   2 0.201
 10285  479.58 1236.03 99.999  9.999 20.612   0   0 9.999  378   0 0.310
 10286  302.39 1237.12 99.999  9.999 20.597   0   0 9.999  391   1 0.314
 10287  367.18 1237.95 99.999  9.999 20.781   0   0 9.999  373   1 0.331
 10289  491.93 1241.56 99.999  9.999 20.875   0   0 9.999  373   0 0.373
 10290  420.46 1242.69 99.999  9.999 21.322   0   0 9.999  349   0 0.493
 10291  529.82 1242.87 99.999  9.999 20.885   0   0 9.999  382   0 0.374
 10292  355.82 1245.34 99.999  9.999 20.892   0   0 9.999  380   0 0.370
 10293  330.74 1245.24 99.999  9.999 20.866   0   0 9.999  376   0 0.348
 10295  390.80 1247.14 99.999  9.999 20.837   0   0 9.999  384   1 0.399
 10296  470.43 1247.47 99.999  9.999 20.616   0   0 9.999  390   1 0.285
 10297  335.60 1247.96 99.999  9.999 21.196   0   0 9.999  362   0 0.473
 10298  422.77 1249.38 99.999  9.999 21.239   0   0 9.999  365   1 0.444
 10299  533.30 1248.08 99.999  9.999 20.773   0   0 9.999  378   0 0.344
 10301  439.30 1249.16 99.999  9.999 20.451   0   0 9.999  388   0 0.283
 10302  449.75 1250.82 99.999  9.999 20.472   0   0 9.999  388   0 0.274
 10303  489.55 1250.64 99.999  9.999 20.781   0   0 9.999  388   0 0.353
 10304  526.03 1250.36 99.999  9.999 20.759   0   0 9.999  379   1 0.307
 10306  195.31 1252.94 99.999  9.999 20.593   0   0 9.999  376   0 0.303
 10307  202.19 1254.17 99.999  9.999 20.245   0   0 9.999  383   2 0.218
 10309  491.95 1255.75 99.999  9.999 20.693   0   0 9.999  385   0 0.341
 10310  539.25 1256.72 99.999  9.999 20.843   0   0 9.999  380   0 0.374
 10311  352.82 1257.44 99.999  9.999 20.825   0   0 9.999  380   0 0.359
 10312  544.44 1258.28 99.999  9.999 20.511   0   0 9.999  389   0 0.279
 10313  293.20 1259.21 99.999  9.999 20.890   0   0 9.999  382   0 0.392
 10314  235.07 1263.46 99.999  9.999 20.808   0   0 9.999  378   0 0.430
 10316  521.68 1264.74 99.999  9.999 20.665   0   0 9.999  388   0 0.298
 10317  308.34 1266.05 99.999  9.999 20.863   0   0 9.999  374   1 0.347
 10319  351.93 1266.71 99.999  9.999 20.673   0   0 9.999  388   0 0.334
 10320  398.84 1267.78 99.999  9.999 20.425   0   0 9.999  391   0 0.265
 10321  438.43 1267.88 99.999  9.999 20.993   0   0 9.999  368   0 0.404
 10322  547.47 1269.98 99.999  9.999 20.586   0   0 9.999  388   0 0.292
 10325  505.27 1276.57 99.999  9.999 20.742   0   0 9.999  393   0 0.341
 10326  179.65 1276.29 99.999  9.999 20.933   0   0 9.999  366   0 0.413
 10327  309.94 1277.75 99.999  9.999 20.483   0   0 9.999  394   0 0.282
 10328  188.91 1281.10 99.999  9.999 20.052   0   0 9.999  380   0 0.218
 10329  404.37 1280.49 99.999  9.999 20.568   0   0 9.999  397   0 0.288
 10330  424.17 1280.47 99.999  9.999 20.930   0   0 9.999  372   1 0.376
 10331  222.19 1282.64 99.999  9.999 21.028   0   0 9.999  366   0 0.403
 10332  303.73 1283.50 99.999  9.999 20.982   0   0 9.999  381   0 0.394
 10333  253.15 1283.92 99.999  9.999 20.689   0   0 9.999  388   1 0.282
 10335  188.43 1286.05 99.999  9.999 20.405   0   0 9.999  374   0 0.259
